"name","review","type","adr"
"
          Антибиотик Pliva Quality Сумамед (Азитромицин) порошок для приготовления суспензии - отзыв        "," Быстродействующий и надежный антибиотик. Справляется с тем, что не под силу другим препаратам. Так, он помог прекратить бесконечную температурную эпопею с ангиной у младшего сына (1,5 года), сменив ""бесполезный"" Флемоксин Салютаб. По словам врача, у Сумамедаболее широкий спектр действия (хотя и побочных эффектов не мало),малый курс (для сына назначили 5 дней: первый - 5 мл, последующие дни - по 2,5 мл),удобный режим - принимать 1 раз в день,длительное действие (эффект действия антибиотика продолжается еще 2 дня после его отмены). Вот в принципе и самые важные плюсы. От себя отмечу еще вкус. Сыну понравился сладкий, пусть и приторный, но приятный, без горечи.Так же у Сумамеда продуманная и удобная форма выпуска. Разведение и приготовление лекарства легкое, после всех магических манипуляций с белым порошком и водой получается полупрозрачная тягучая жидкость. Упаковка выполнена качественно (запаяна стикерами), комплект выглядит следующим образом: полная инструкция, пластиковая бутылочка с порошком для разведения, мерный шприц и двойная ложечка (5 и 2,5 мл). Побочного действия лекарства я не отметила (стул в норме, сыпи нет), могу отметить только эффективную работу антибиотика. Ему я полностью доверяю, просто есть уверенность и доказательства на собственном опыте, что лекарство не подведет. Это как Називин или Бепантен - лучшие, каждый в своей области.Если сильно придираться и экономить, то есть более дешевые антибиотики, например, Амоксициллин. Но спектр его действия меньше и слабее эффект. Так что в минусы можно занести только цену Сумамеда и то с большой натяжкой. 252 рубля за 20 мл готового лекарства (100мг/5 мл) - это не так уж много. Такую цену я считаю вполне оправданной. Суспензия Сумамед предназначена для малышей (от 6 месяцев), которые не в состоянии глотать таблетки или капсулы (или категорически отказываются ). Мой старший сын в 7 лет прекрасно перенес курс лечения капсулами Азитромицин (стоимость составляет около 70 рублей за 6 капсул). Этот аналог Сумамеда выполнен так же качественно и содержит точно такое же действующее вещество. Отличается лишь форма выпуска и стоимость. Если покупать Сумамед в таблетках (дозировка 250 мг, 6 шт), то стоимость составит от 400 рублей. Азитромицин в той же дозировке и комплектации примерно в 6 раза дешевле. Давайте экономить. А лучше - не болеть! Будьте здоровы) -------------Возможно Вас заинтересуют другие отзывы, связанные со здоровьем.Антибиотики: Флемоксин Солютаб, Сумамед, ПанцефВитамины: Рыбий жир в капсулах, Витамишки, эффективные капсулы для женщин и средство при задержке месячныхСредства, нормализующие микрофлору кишечника: БифидумбактеринМазь от всего)) - Бепантен Сколько я зарабатываю на IRecommend? (вывод минималки, последующие выплаты, популярные отзывы) - постоянное обновление!","антибиотик","0"
"
          Антибиотик Амоксициллин  - отзыв        "," Горло у меня болело, сколько себя помню. Чуть застудила ноги/выпила холодной воды/легко оделась - начинается. Сопровождается все это субфебрильной температурой. Проходят неделя полосканий/фарингосептов и прочего - всё прекращается до следующего раза. Так примерно раз в месяц, каждую зиму-весну. Врачи разводят руками и робко предлагают удалить гланды. А я не боюсь-не хочу Так и боролась - шалфей, ромашка, сода с солью.Но однажды болезнь ""застоялась"" - температура не опускалась ниже 37 около двух недель, стандартные средства не помогали. Осложнялось всё командировкой в места такие, где попасть в больницу невозможно, и нужно быть всё время на ногах. В общем, вычитала я про Амоксициллин, на свой страх и риск решила попробовать. Достали мне его, начала принимать по инструкции. Кроме того, принимала Линекс - не хотелось, излечивая одно, калечить другое.И уже на третий день не покидавшая меня неделями температура упала(!) горло болеть перестало и вообще, я чувствовала себя совершенно здоровой! Скажу честно, было велико желание тут же все и бросить (уж очень трудно мне было принимать антибиотик строго по часам), но зная, что курс нужно закончить, взяла себя в руки. И не зря!Горло, которое болело все время, не беспокоит меня уже более, чем полгода. Кто-то скажет, ""разве это срок"", поверьте, для меня пережить зиму, ни разу не заболев - это удивительно и прекрасно. Особенно вспоминая, что цена этого чуда около 50 рублей а вот Линекса в разы больше.Смешно говорить такое об антибиотике, но я от него без ума, и советую людям с такой же проблемой обязательно присмотреться к Амоксициллину.Однако не рискуйте как я - обязательно посоветуйтесь с врачом - всё-таки это антибиотик.Будьте здоровы!","антибиотик","0"
"
          Антибиотик Astellas Юнидокс Солютаб - отзыв        "," Давненько не писала отзывы, но данный препарат заставил меня прервать мое молчание.Началось с того, что мои анализы выявили уреплазму уреалитикум, правда в количестве менее 10 ^4, а такую концентрацию многие врачи вообще не лечат. Но врач, к которому я попала, мне всё равно назначила лечение - очень обширное, на 7 тыс. рублей с двумя видов антибиотика, причем ударными дозами, ну и прочей кучей вспомогательных средств.Самым первым в списке значился юнидокс солютаб 2 р в день на 10 дней. Лечиться, естественно, было предписано с партнёром.Сначала всё шло нормально, пили таблетки.Но на 6 день употребления юнидокса мне внезапностало дурно: было головокружение и слабость - пришлось взять на работе отгул. Весь день я не могла есть, потому что тошнило. Той же ночью меня пробрал озноб, хотя температуры не было. На следующий день несколько раз была рвота и опять отсутствие аппетита, слабость, тошнота. В побочных действиях инструкции, конечно, указаны все эти спецэффекты (разве что, кроме озноба), но я никак не думала, что у меня проявится столько всего сразу, хотя лекарство употреблялось по инструкции и после еды.Ввиду моего состояния пришлось прекратить прием юнидокса, так что неизвестно насколько эффективно я пролечилась.Состояние моментально стало улучшаться, правда вместе с этим, проявилась диарея и явное жжение, характерное для молочницы (хотя я употребляла линекс параллельно с юнидоксом). Мужу стало плохо на 8 день приема: его тоже стало тошнить и ни с того ни с сего вырвало на работе. Он тоже не допил курс, потому что мы опасались, что он сляжет совсем (так же, как я).Не знаю насколько эффективно такое лечение, но мне оно, лично, показалось очень агрессивным. Я вспоминаю об этом как о страшном сне. И сколько ещё восстанавливать отовсюду микрофлору - это тоже вопрос. И я просто с ужасом думаю, что нам назначат что-то ещё, потому что лечение могло оказаться неэффективным из-за того, что мы не закончили курс. Я, конечно, не рекоммендую этот препарат.","антибиотик","1"
"
          Антибиотик Pliva Quality Сумамед (Азитромицин) порошок для приготовления суспензии - отзыв        "," Препарат сумамед известен многим. А вот сумамед суспензия для детей мне стала известна недавно. Действующие вещество азитромицин.Форма выпуска суспензия. Мой ребёнок заразился от меня. (Я тоже лечилась препаратом с действующим веществом Азитромицин.) Поэтому, когда врач сказала, что в этот раз будете пить сумамед, а не флемоксин солютаб у меня спора не вызвало. Ребёнку до 3 х лет дают суспензию, а не таблетки. Говорят она лучше переносится.Если вам больше 3 лет и вес соответствует рекомендованному в инструкции, то можете рассмотреть Азитромицин таблетки 125 мг, замена сумамеду в таблетках 125 мг. ~~~~~~~~~~~~~~~~~~И так про суспензию Сумамед.~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~Препарат мы брали 200/5 мг 15 мл. Цена 345 рублей. Схема приёма у ребёнка 1,7 лет вес 12 кг с хвостиком такая:Первые 3 дня 4 мл, а потом 2 дня по 2 мл. Так случилось, что на втором приёме ребёнка вырвало сразу после приёма препарата.Так, что мы давали 1 день 2 мл, а не 2 дня.Провизор сказала, что врач страхуется. Так как препарат вообще пьют 3 дня, а не 5. И на мой взгляд большая доза была назначена. В инструкции было написано с 10-14 кг пить по 2,5 мл.Но я не стала спорить и сама дозу назначать, так как боюсь, что вдруг меньше не поможет. Препарат ребёнок перенес хорошо, но есть моменты.Я заметила, что побочки были в виде повышенного газообразование и раз ее вырвало. Ухудшения аппетита и прочие проблемы с ЖКТ у неё не было.В инструкции побочек много перечислено. Поэтому как суспензия подействует на вашего ребенка не известно пока не попробуете. Первый день болезни ребёнок отказывался от пищи, после приёма лекарства на 2 й день стала хорошо кушать. Я давала все пюрированное. Цена у суспензии сумамед не из дешёвых. 345 рублей.Форма суспензии и способ, как давать ребёнку мне не нравится.Флемоксин солютаб я мешала с едой и ребёнок съедал без проблем, а так очень сложно дать.Суспензия полностью не растворяется и может вызвать рвотный рефлекс при проглатывании.Ещё надо подгадать с питанием. По инструкции надо давать за час до еды или 2 часа после.Я придерживалась этого правила по времени, так как суспензия полностью не растворяется и может вызвать рвоту. Если врач вам назначил, то я рекомендую. Препарат не из лучших из-за побочек и формы выпуска.Действие суспензии сумамед быстрое и эффективное. Прилагаю полную инструкцию для тех, кому важно все прочесть перед покупкой.","антибиотик","1"
"
          Антибиотик Амоксициллин  - отзыв        "," Однажды мой пяти летний сын набегавшись с ребятами на улице так, что аж спина мокрая была. Я не заметив этого разрешила ему пойти на карусели. Вообщем к вечеру температура 38. Сразу вспомнила за амоксициллин. Еще будучи беременной заболела. Как вы знаете практически ничем лечится нельзя. Мне посоветовали его, так как он не оказывает никакого влияния на плод. Вообщем сразу дала сыну пол таблетки по инструкции на ночь. Утром просыпаемся и я заболела. Выпила я целую таблетку. По инструкции взрослым по 1 таблетке 3 раза в день, детям пол таблетки 3 раза день. На следующий день как будто ничего и не было. Теперь это лекарство всегда в моей аптечке. Кстати не вызывает понос, но так как это все же антибиотик, я одновременно давала ребенку бифидумбактерин, чтоб восстановить микрофлору.","антибиотик","0"
"
          Антибиотик Astellas Юнидокс Солютаб - отзыв        "," Всем привет . Праздники и зима самое время для ""обсыпушников"" и ""акневладельцев"", как раз таких как я.Поэтому со стандартными кремами-лосьонами нас ждет еще и друзья другого рода, антибиотики. Юнидокс солютаб был выписан врачом как крайняя мера для борьбы с акне. Прописали пить 7 дней по 2 таблетки, итого 14 таблеток, я и купила 2 пачки. Прилично так потратилась, но не пожалела об этом. Антибиотик быстро убрал воспаления, я и не сомневалась в том, что поможет. В инструкции масса показаний к применению, в том числе: инфекции кожи и мягких тканей (включая раневые инфекции после укуса животных), тяжелая угревая болезнь (в составе комбинированной терапии)Собственно антибиотик нового поколения и действовать он просто обязан. Однако с первого же дня приема, поняла что врач погорячилась с дозировкой. Уже с одной таблетки стало не очень хорошо на желудке и я сбегала купила в аптеке эубикор для желудка, вот с него стало полегче. На работу я забыла взять эубикор, а выпила на утро таблеточку юнидокса. Лучше бы я так не делала. Меня в прямом смысле начало мутить, упала концентрация. В животе были не очень приятные ощущения, какая-то тяжесть, потом я вообще осознала, что меня подташнивает. Есть не хотела вообще, аппетит просто погиб под натиском данной таблетки. Ни разу я не пила что-то подобной мощности. Ощутила себя беременной с токсикозом, не меньше. Так что из побочек, советую обратить внимание на это:Со стороны пищеварительной системы: анорексия, тошнота, рвота, дисфагия, диарея, энтероколит, псевдомембранозный колит, эзофагит, язва пищевода, темное окрашивание языка, поражение печени (во время длительного приема или у пациентов с почечной или печеночной недостаточностью), холестаз.Ну и еще от молочницы нужно что-то принять, иначе вообще побочки прилично дадут знать. Серьезных проблем таких уж не было, но печень бастовала активно. Года 2 назад я пила несколько аналогичное лекарство-антибиотик, но он конечно полегче был для печени и тоже эффективный. Но советовать не стану, каждый решает для себя сам и выписывает нужное врач. Так получилось, что через месяц я опять приболела-обсыпало и плюс была простуда, кожа у меня сильно реагирует на мороз. Ну и остались у меня эти таблетки, а времени к врачу сходить не было. Я и решила допить оставшуюся пачку но по одной таблетке в день.Короче, от антибиотика полезли агрессивные подкожники, а вот с простудой помогло... Подкожники я конечно вывела, но осознала, что лучше больше так не делать, да и видимо организм попривык. Прыщи проходили хуже, по сравнению с первым разом. Так что лекарство более чем странное. Что касается излечения от акне-безусловно помогает и если уж врачи прописали, надо пить. Дело в том, что в коже может быть инфекция, которая приведет к серьезным последствиям. Но вот он не поможет от гормональных прыщей и сезонные простуды на коже снова засияют на лице после курса таблеток. Так что, я не могу назвать его идеальным оружием от акне, скорее тяжелой артиллерией, если уж обсыпало до критической отметки, когда страшно на люди показаться. Для того, чтобы прыщи пропали насовсем, данного антибиотика недостаточно. Поэтому я буду безусловно искать еще средства.PS мой опыт применения наружного антибиотика от угревой сыпимой опыт использования борной кислоты3% от воспалений****ОПЫТ ЛЕЧЕНИЯ УБ АКНЕКУТАНОМ НАЧИСТОТУ****","антибиотик","1"
"
          Антибиотик Servier Биопарокс. ВНИМАНИЕ! В связи с летальными случаями разрешение на применение спрея ""Биопарокс"" отозвано, а его продажа запрещена. Пациентам рекомендуется не применять данное средство - отзыв        "," Еще в очень раннем детстве у меня была операции на горло (кажется, удалили лимфоузлы). Точно уже сказать никто не может - времени с тех прошло вагон.Однако, та операция до сих пор мне аукается, так как чуть что и у меня сразу же начинает болеть горло. И чем старше я становлюсь, тем меньше причин для простуды мне надо. Дошло уже до того, что я летом, съев в жару мороженное, могу спокойно заболеть (хотя ем аккуратно и по чуть).Но это все лирика. На самом деле я очень стараюсь следить за своим иммунитетом и не допускать простуд. Но ведь дома от них не закроешься, поэтому болею я довольно часто (младший ребенок из сада всегда приносит заразу).Я решила себя подстраховать и теперь, когда у меня начинает заболевать горло, я пшикаю Биопарокс. БиопароксЭтот спрей представляет собой антибиотик природного происхождения, который применяется местно. То есть только пшиками в рот и в нос (есть для этого разные насадки).Если у меня заболевает горло, то в нос я тоже этот спрей пшикаю, дабы инфекция не ползла вверх.Вкус...да, вкус немного специфичный, но, простите, тот же алоэ, что мы выдавливаем сами и делаем капли в нос - тоже та еще бяка. Поэтому лекарство не обязано быть вкусным. Да и вкусовые качества на эффективность Биопарокса никак не влияют.Обычно я стараюсь сразу же с первых намеков на простуду начинать его пшикать, так как уже знаю, что за этим может последовать - осложнения в виде ларингита или фарингита. Поэтому для меня этот спрей в данном случае вообще просто спасение, так как я об этих осложнениях наконец-то смогла позабыть, используя этот аэрозоль.Что хочу сказать по части эффективности. Мне помогает. Действительно помогает и я очень рада, что мне это средство когда-то знакомая терапевт посоветовала. Потому что воспалительный процесс убирается, развитие инфекции останавливается. И, по сути, останется только уже долечиться и выздороветь.Пшикаю я Биопарокс около недели (дней пять где-то) четыре раза в неделю - этого срока мне вполне хватает, чтобы ощутить себя бодрой и здоровой.В общем, могу смело написать, что это мое средство. И без него мне действительно приходилось тяжко. Хорошо, что оно есть!","антибиотик","0"
"
          Антибиотик Servier Биопарокс. ВНИМАНИЕ! В связи с летальными случаями разрешение на применение спрея ""Биопарокс"" отозвано, а его продажа запрещена. Пациентам рекомендуется не применять данное средство - отзыв        "," Когда мы первый раз испробовали это средство, результат не заставил себя долго ждать, ребенку он помог сразу, в течении 5 дней мы вылечили и сильнейший ринит и трахеит и горло сразу поменяло свой цвет, но чего это стоило ребенку!! Обрадовавшись такому результату, похвасталась врачу что нам Биопарокс очень хорошо помог, на что мне доктор и сказал, чтоб я не радовалась так особо, один раз помог, во второй уже не поможет...... Сама аэрозоль очень едкая, еще и не все взрослые перенесут ее, вот и дочка орала так сильно после него, что потом мы еще лечили 5 дней охрипший голос. Само лекарство не из дешевых, стоит около 450 рублей. В наборе имеются 2 насадки для применения в нос и горло.Прошло пол года и мы заболели опять тем же. Тут я вспомнила про это средство, которое не так давно нам очень хорошо помогло и к сожалению в этот раз нам он ничем не смог помочь(((. Пробрызгали неделю и напрасно. Только усилили им кашель...Дочка до сих пор как видит флакончик с Биопароксом сразу прячется под стол...Даже и не знаю советовать его или нет, скорее всего посоветую, так как первый раз он нам очень сильно помог, но к приенению его нужно отнестись очень серьезно.","антибиотик","0"
"
          Антибиотик KRKA  Нолицин - отзыв        "," Приступы цистита меня начали мучать с прошлого года, хотя раньше я и подумать не могла, что и у меня может быть такое, считала, что меня обойдет стороной этот ужас... Поначалу пила фурадонин по совету мамы, он не помог ни с первого применения, ни с последующего, я потом начиталась в интернете, что это старый антибиотик, который очень пагубно сказывается на полезной микрофлоре желудка и тд., в общем ничего хорошего. Вскоре, при очередном приступе, я решила в аптеке поспрашивать, какие существуют эффективные средства, фармацевт посоветовала мне Нолицин, сказала пролечиться полным курсом по инструкции. С первого раза, никакого эффекта не ощутила, как были боли при мочеиспускании, так они и продолжались два дня после приема Нолицина (хотя многие пишут, что помогает уже через пол часа-час), и только на третий день все симптомы прошли, но пропив полный курс, как мне посоветовали, цистит не исчез вовсе, он, конечно, не с такой частотой начал проявляться, как раньше, но раз в пол года точно или чуть меньше. Так что мой опыт с Нолицином не очень действенный.В очередной приступ цистита, который обостряется обычно перед месячными и в холодное время года, единственным выходом для меня является обильное питье. Как только чувствую, что он уже собирается проявить всю свою неприятную сущность, я начинаю пить много много зеленого чая, травяных отваров и в первый же день симптомы полностью исчезают не успев начаться. Из-за того, что чай и травы, являются очень хорошими мочегонными средствами, они способствуют выведению большого количества жидкости из организма, тем самым данная процедура помогает очиститься мочевому пузырю от плохих микроорганизмов и инфекции. Пока что для меня это эффективный метод и я заметила, что цистита не было уже с зимы, потому что теперь я пью много воды, как минимум 2 литра в день, а сейчас, во время такой жары, нужно выпивать 2-2,5 литра! При этом необходимо сразу же при первых позывах в туалет, идти сразу, не держать в себе накопленное.Хотела еще сказать насчет врача, мои знакомые девчёнки как только не лечились у этих врачей, назначающих все те же самые лекарства, о которых можно узнать в интернете...все инфекции лечат антибиотиками и девчёнки всё равно продолжают болеть дальше, не так часто как раньше, но всё же полностью от него не вылечиваются! Кстати, цистит может проявляться не только от переохлаждения и инфекционных причин, самым катализирующим (дополнительным) фактором является ВОДА, которую мы употребляем из под крана. Также вода в разных регионах России имеет абсолютно различный состав и структуру. В моем городе, к сожалению, заболевания мочеполовой системы занимают третье место по сравнению с другими заболеваниями, тут еще имеется в виду моче-каменные болезни и т.д., вода у нас в принципе чистая, но жёсткая и содержит много кальция и других элементов в большом количестве, которые и образуют так называемые ""камни"", способствуют развитию циститы и др. связанных с этим заболеваний. Надеюсь мой совет пригодится всем страдающим девушкам","антибиотик","0"
"
          Антибиотик ОАО ""Татхимфармпрепараты"" Тетрациклиновая мазь глазная 1% - отзыв        "," ***********************************************Всем доброго времени суток!************************************* С глазами я мучаюсь с детства...зрение у меня хорошее, а вот аллергические реакции сразу все видно как говорится по глазам. Стабильно раз в пол года выскакивает ячмень + диагноз офтальмолога мейбомит - хронический. После очередного обследования мне в ""Микрохирургии глаза"" прописали Тетрациклиновую мазь 1 %. С данной мазью я знакома с детства, так у меня часто был конъюнктивит и тогда спасали меня тетрациклиновой мазью. Упаковка. Дизайн упаковки с советских времен не изменилась. Обычная картонная упаковка. Сама мазь в алюминиевой тубе. Объем - 10 грамм. Состав: <U+200B>Консистенция. Консистенция Тетрациклиновой мази густая, жирная и имеет желтый цвет. Показания к применению: Применяют при трахоме (инфекционном заболевании глаз, которое может привести к слепоте), конъюнктивитах (воспалении наружной оболочки глаза), блефаритах (воспалении краев век) и других инфекционных заболеваниях глаз. Как использую мазь я: Тетрациклиновую мазь я закладываю за глаз 2 раза в день, утром и вечером. Если утром надо на работу, что не желательно утром использовать данную мазь, так как на глазах образуется пленка, которая проходит только через минут 10, а так же нельзя использовать совместно с макияжем. При обострениях мейбомита я использую мазь, до полного прекращения проявлений симптомов. Так же для себя открыла тайну, что тетрациклиновая мазь отлично подходит для лечения воспалений на лице в виде прыщиков. Наношу точечно на ночь на проблемные участки кожи и к утру воспаленные прыщики уже намного меньше. Заметила что за 3 дня тетрациклиновая мазь способна вылечить лицо. Тетрациклиновая мазь - это антибиотик широкого спектра действия<U+200B> Противопоказания: • повышенной чувствительности к его компонентам;• лечении детей до 5 лет;• лечении грибковых и вирусных болезней глаз;• беременности и грудном вскармливании. Из всего выше сказанного я РЕКОМЕНДУЮ Тетрациклиновую глазную мазь, но обращайте внимание на противопоказания! Цена - 35 рублей","антибиотик","1"
"
          Антибиотик ОАО ""Татхимфармпрепараты"" Тетрациклиновая мазь глазная 1% - отзыв        "," Всем привет.Осень выдалась для меня тяжелой. Практически все время за эти 2 месяца я проболела( Цистит ( вылечила таблетками Фурадонин Авексима - 49 рублей) ,грипп, воспаление глаза, затем снова загрипповала и получила осложнение на уши( помогли капли Отипакс - 250 рублей). Наконец -то закончился этот ужас(В этом отзыве хочу рассказать, как я справилась с воспалением глаза.Итак, 1 день - почувствовала дискомфорт на нижнем веке, 2 день - нижнее век опухло и болело, 3 день - боль была сильнее, тут мне посоветовали тетрациклиновую мазь. Стоимость мази 40 рублей.По истечении третьего дня на ночь я нанесла мазь тонким слоем под нижнее веко, ощущения терпимые немного липко и первые минуты глаз видит мутно.На 4-ый день ушла боль, на 5-ый спала опухоль. Средство сработало очень оперативно!Храню мазь в холодильнике.Берегите свое здоровье, одевайтесь теплее!)","антибиотик","1"
"
          Антибиотик KRKA  Нолицин - отзыв        "," Эта напасть знакома многим девушкам, к сожалению... И существует огромное количество способов облегчить себе участь: тёплая ванная, грелка, травяные сборы... Но бывают приступы настолько болезненные, что ничего уже не помогает! Приходит на помощь нолицин. Какое же счастье, что я купила его. Шла в аптеку ""хоть за чем-то"", потому что к врачу попасть смогла бы только через два дня ада... Аптекарь подсказал и не ошибся!симптомы стихли к утру! Через три дня я была здорова. Теперь эта чудо таблетка всегда в моей аптечке.Многие сейчас отказываются от приема антибиотиков. А зря! Неправильно пить их постоянно, но если у вас острая инфекция какой смысл страдать и усугублять?! Врач меня, кстати, похвалил за вовремя начатое лечение.","антибиотик","0"
"
          Антибиотик ОАО ""Синтез"" Цефтриаксон - отзыв        "," Скажу сразу, что рекомендовать этот препарат не стала бы в любом случае, поскольку он очень серьезен и назначать его имеет право только врач.С цефтриаксоном я познакомилась в больнице, когда попала туда по скорой с запущенной пневмонией (спасибо моему терапевту, убеждавшему что это максимум бронхит). Я не могу сказать, насколько болезненный укол, поскольку нам всем его делали внутривенно, а это другое. Делали 2р. в сутки.Эффект он него, конечно, был: температура у меня снизилась с 39-40 до 37-38. Но не более того. Кашель не проходил, был жёсткий, сухой и говорила я голосом охрипшего мужика из рекламы холса.Через неделю такого лечения я покрылась сыпью и было решено заменить препарат на другой и колоть системы. Мне полегчало буквально на 2-3 день.Конечно, это только моя индивидуальная реакция, другим пациентам помогало и без побочек. Но лично я выше 3 ему поставить не могу. Не болейте!","антибиотик","1"
