"","name","review","type","adr"
"25","
          Гипогликемическое средство BERLIN-CHEMIE Сиофор - отзыв        ","
    
            
                        
      
        
            
              
                        
      
        
            
              
                        
      
        
            
              
                        
      
        
            
        

 Зашла почитать отзывы о препарате, который пью уже почти полгода и сильно удивилась, что его позиционируют, как препарат для похудения! Да, оно возможно (НО НЕ ОБЯЗАТЕЛЬНО), как следствие применения препарата, но не является показанием для применения. Сиофор направлен на другое. Он влияет на восприимчивость к инсулину. Если у вас все в норме с сахаром и инсулинорезистентностью, нет диабета, то зачем Вам сиофор??? Есть сотни других препаратов, направленных именно на снижение веса. Я пью его давно по назначению эндокринолога, так как повышен индекс инсулинорезистентности и очень скудные и короткие месячные уже три года после родов (гормоны и узи в норме). Кстати, про яичники в инструкции ничего не сказано, не знаю почему им лечат поликистоз. Пью одну таблетку 850мг вечером. Стоит 320р 60 таблеток. Я не замечаю, что он подавляет аппетит или что там еще пишут. Если честно, то я вообще ничего не замечаю. Я не ощущаю никаких побочных эффектов. Вес понемногу уходит (это единственный ЯВНЫЙ ПЛЮС), но это заслуга ДАЛЕКО НЕ ТОЛЬКО сиофора и не факт, что вообще сиофора. А месячных как небыло, так и нет. Мне очень сложно оценить этот препарат или рекомендовать его, так как я не диабетик. Нужно время, притом не мало времени (я все же верю, что он нормализует мои КД). Как препарат для похудения я его точно не рекомендую, потому что он не для этого, но и ставить единицу я не могу. Поэтому поставлю 3. Читайте инструкцию (показания и противопоказания). А если хотите сэкономить 100рэ, покупайте МЕТФОРМИН, это то же самое.Вот отзыв на ПРЕПАРАТ ДЛЯ ПОХУДЕНИЯ, который мне назначил эндокринолог и который мне реально помог:https://irecommend.ru/content/rabotaet-esli-prinim... сообщить о нарушении
        ","сиофор","0"
"26","
          Гипогликемическое средство BERLIN-CHEMIE Сиофор - отзыв        "," 9 лет назад у меня обнаружили мультифолликулярные яичники. Назначили лечение противозачаточными таблетками. Всегда весившая 45 кг, я за пару месяцев добрала до 52, бросила пить - пропали М. Ничего не делала и не лечила. М приходили по 3-4 раза в год. В силу какой-то легкомысленности закрывала на это глаза. Спустя какое-то время снова решила обратиться к врачу..опять гормоны, опять вес. В общем, за все попытки вылечиться (лечили все время гормонами) - набрала 62. На форуме кто-то, с аналогичной проблемой, советовал обратиться именно к эндокринологу. Обратилась. Первым его вопросом было - есть ли у отца диабет (отец действительно болеет диабетом 2 типа), и как я поняла...я  в зоне риска, т.е. подвержена наследственности, хоть и диабета у меня нет. Прописал сиофор-500 по 1 т. 2 раза в день. И вес начал таять на глазах...совсем пропала жуткая тяга к сладкому, мучному...стала совершенно равнодушна к этому. Причем, аппетита совсем не стало...1 раз в день покушала и хватало на весь день...Внешних побочек у меня не было (рвоты, диареи, и т.д.). Пропила всего 2 недели..потом начала забывать пить..но вес все равно уходил. За 1.5. месяца после двухнедельного приема ушло 11 кг. М стали приходить каждый месяц. А потом я забеременела. До 5 месяца была стройняшкой с небольшим животиком. Потом жутко захотелось сладкого..и всю оставшуюся беременность поедала шоколадки и прочую сладость. Родила..малышу 6 месяцев...но к сладкому до сих пор неравнодушна. Опять вес..опять все мысли о сладком. Купила снова сиофор - буду опять начинать. сообщить о нарушении
        ","сиофор","0"
"27","
          Гипогликемическое средство BERLIN-CHEMIE Сиофор - отзыв        "," Сиофор мне прописал гинеколог для снижения веса (имеется в очень большом количестве). Врач долго рассказывала, мне, что вот если я сама не похудел, она мне пропишет чудо - средство, на нем все худеют.Сама не похудела, прописали, начала пить. Эффекта ноль. Через три недели увеличили дозировку. Потеряла первый и единственный кг. Причем, когда отменила, он вернулся с другом:((Легенда гласит, что должен пропадать аппетит, у меня он сохранялся неизменным:((При всем моем негативном опыте, лично знаю девушек, которым препарат помог. Так что все индивидуально. сообщить о нарушении
        ","сиофор","0"
"28","
          Гипогликемическое средство BERLIN-CHEMIE Сиофор - отзыв        "," Немного предыстории:С мужем прожили в браке 4 года, а забеременеть у меня не получалось. Обратились к гинекологу-эндокринологу. Диагноз поликистоз. К тому же у мужа были плохие результаты спермограммы. Чем нас только не пичкали...! От гормональных таблеток до всяких дорогущих БАДов. В итоге я согласилась на операцию лапароскопию, которая в большинстве случаев дает положительный результат при моём диагнозе. Но увы...Назначали опять таки дорогущий клостилбегит по стимулированию овуляции...Но за 2 курса овуляция так и не произошла. Дальше врач побоялась мне его назначать, так как могла сформироваться киста на яичнике. Был у меня на фоне поликистоза лишний вес, врач говорила, что надо худеть. Но не получалось. Результат всему-только ЭКО (так говорила врач). Нам сказали езжайте домой, собирайте деньги на ЭКО. Я совсем приуныла, так как средства на эко мы с мужем будем собирать не один год. А года идут. К тому времени мне было 25-26 лет.Я начала тиранить интернет ресурсы. И нашла вот такую статейку [ссылка]. И я решила рискнуть. Ознакомилась с препаратом Сиофор. Ужаснули последствия его приема, написанные в инструкции. Но терять мне было нечего....Итак, без назначения врача я начала прием Сиофор 500.Пропила препарат 3 месяца. В начале приема была жутка тошнота, проблема с ""туалетом"". Но после первой недели приема организм привык. У меня нормализовались месячные, я начала худеть. На сколько похудела, точно не знаю. Но 6-8 кг сбросила точно. Потом на коже стали высыпать красные пятнышки, которые чесались. И я прекратила прием препарата.И на следующий месяц - у меня задержка. .Думаю ""Ну вот, опять началось: задержка, гормональный сбой, набор веса и т.д."" Про беременность вообще не думала. Но сестра настояла сделать тест. На первом тесте было слегка видно вторую полоску, но я не поверила глазам. Столько времени и сил потрачено, что я потеряла всякую надежду. Но через 3 дня сделала ещё тест. Тут уже сомнений не было. У нас будет малыш!!!!!Моему счастью, сыночку, уже полтора годика. Может я и угробила таким способом здоровье, но родные глазки, пухленькие щечки и весёлый смех того стоили. P.S. Своим отзывом я не кого не побуждаю к приему такого сильного препарата. У каждого свой организм и каждый делает свой выбор. Я свой сделала! сообщить о нарушении
        ","сиофор","1"
"29","
          Гипогликемическое средство BERLIN-CHEMIE Сиофор - отзыв        ","Опыт использования:месяц или более
 Эксперименты продолжаються Итак, задалась я целью схуднуть эдак на 5-6 кг. На диетах никогда не могла сидеть, постоянно срывалась, ну, или наоборот, после набирала вес гораздо больше.Прочитав кучу положительных отзывов о метформине последовал мой не очень удачный эксперимент #1 приема метформина.Я очень упрямая, поэтому решилась на другой эксперимент, теперь я принимала сиофор 850.Показание к применению такое же, как у метформина, в нашей инструкции написано много всего и очень даже жуткого, немного повторюсь от отзыва #1 - метформин назначается не только при сахарном диабете, в мировой медицине это средство для снижения веса и назначается почти всем людям ""пенсионного"" возраста, считается таблеткой долголетия.Способ приминения:1. После обеденного приема пищи 850 мг сиофора запивала водой. Рацион как обычно. Ничего не менялаПобочки в виде диареи не так выражены, как при метформине.ПлюсыОтвращение к едеПостоянное чувство сытостиМинусыЧерез 7 дней приема жуткие режущие боли в области желчных протоков и в эпигастральной области.2. После отмены препарата принимала Алмагель А с анастетиком, очень помогло. Через 14 дней возобновила прием сиофора снизив дозу до 1/2 таблетки. Из рациона исключила только жирное и мучное.На таком режиме я продержалась месяц, был небольшой дискомфорт без болевого синдрома. Результат минус 2,5 кг.С учетом того, что у меня всегда даже лишние граммы с огромнейшим трудом уходят, это результат!Продолжать прием пока не буду, т.к. боюсь возвращения болей и колик.Хочу попробовать более мощные препаратыГолдлайнРедуксин<f0><U+009F><U+0092><U+009C><f0><U+009F><U+0092><U+009B><f0><U+009F><U+0092><U+009C><f0><U+009F><U+0092><U+009B><f0><U+009F><U+0092><U+009C><f0><U+009F><U+0092><U+009B><f0><U+009F><U+0092><U+009C><f0><U+009F><U+0092><U+009B><f0><U+009F><U+0092><U+009C><f0><U+009F><U+0092><U+009B><f0><U+009F><U+0092><U+009C><f0><U+009F><U+0092><U+009B><f0><U+009F><U+0092><U+009C><f0><U+009F><U+0092><U+009B>Желаю всем только стройной фигуры! сообщить о нарушении
        ","сиофор","0"
"30","
          Nycomed/Merck Франция Глюкофаж - отзыв        "," Я как всегда в поисках ""помощников"" в борьбе с жиром, решилась попробовать Глюкофаж, вычитав о нем на Вики Спорт. Его принимают бодибилдеры при сушке (высокобелковой диете), во время тренировок для мощного эффекта уменьшения жировой прослойки. Начну с приятного, за 3 недели ушло 5 кг, причем практически чистого жира (так как объемы уменьшились не слабо! в талии на 4 см, в попе на 4 см, в ногах практически на 3 см в обхвате каждой). Теперь опишу КАК именно ушли эти кг и см, не без усилий.ПУНКТ ПЕРВЫЙ и САМЫЙ ВАЖНЫЙ - НЕЛЬЗЯ принимать в пищу простые углеводы. КАТЕГОРИЧЕСКИ! Забудьте на время приема препарата про мучное, картофель, белый рис, сладости, сахар (можно немного меда), бананы и виноград. ПРОСТО НЕЛЬЗЯ! Иначе вы только садите свою ПЕЧЕНЬ! ПУНКТ ВТОРОЙ - старайтесь двигаться больше! я не заставляю вас идти в зал (хотя сама без него жить не могу уже), но попробуйте пройтись одну остановку пешком, не использовать лифт, ""случайно"" разбросать бумажки и собирать по одной... ПУНКТ ТРЕТИЙ - от лекарства будет жажда! ИМЕННО ЖАЖДА! а вы ее можете спутать с чувством голода.... Поэтому как захочется потянуть в рот кусочек - пейте воду )) ПУНКТ ЧЕТВЕРТЫЙ - я принимала помимо Глюкофажа еще и МКЦ Эвалар, Глюкофаж избавляет от чувства голода, а МКЦ наполняет желудок так, что вам еще долго ничего не хочется скушать =)Прошу заметить, что калорийность моего рациона была немаленькой - примерно 1600-1800 калорий в день (белковые продукты весьма калорийны), поэтому смело ешьте мясо, творог нежирный, молочку, морепродукты, овощи, фрукты, крупы и мультизлаковый хлеб!Вобщем, хорошее средство, реально работает! Кушать лучше не через полчаса, а минут через 50, тогда ТОШНИТЬ ТОЧНО НЕ БУДЕТ!  Почитайте внимательно принцип работы препарата в организме. И не забудьте о противопоказаниях! сообщить о нарушении
        ","глюкофаж","1"
"31","
          Nycomed/Merck Франция Глюкофаж - отзыв        "," Про глюкофаж чаще всего пишут как про препарат для похудения. Честно говоря, я и сама почитав, бегом полетела в аптеку за ним. Мы все мечтаем о легкой таблетке для похудения.Ну да, если разобраться, то глюкофаж улучшает утилизацию глюкозы клетками и задерживает усвоение углеводов организмом. Однако же его главное назначение - ПОМОЩЬ ПРИ ПРЕДДИАБЕТЕ. Это когда еще нет страшного уровня сахара в крови, но при нагрузке организм с ним не справляется. Но для этого надо обязательно обследоваться у эндокринолога!В моем случае, мой первоначальный личный риск с этими таблетками и последующие рекомендации врача совпали. Она подтвердила, что мне надо пить глюкофаж. Как правило, первоначально прописывают дозировку 500 мг 2-3 раза в день. Мне лично эндокринолог так и выписала    
      
        
    Таблетки крупные, как анальгин    
      
        
    Как водится, огромнющая инструкция, которую читать страшно    
      
        
    Одновременно рекомендуют придерживаться строгой диеты, и тогда вес действительно начинает снижаться. Но ведь и без таблеток при  хорошей диете  вес падает, особенно на низкоуглеводном питании    
      
        
    А таблеточки-то еще и вредят! Без этого никак! Химия всё же!     
      
        
    Так что для похудения я бы их не рекомендовала. Досадно, что читала отзывы, в которых пишут, что врач без обследования назначал глюкофаж полным людям. Это абсурд! И не пробуйте пить сами! Когда преддиабет - они необходимы. Правда, в моем случае снижения веса не произошло! А вот на диете вес снижался! Еще глюкофаж немного снижает аппетит, но совсем немного! Но вот неприятных ощущений добавляет!Нет для похудения не советую! Лучше подобрать себе  эффективную диету  и ни за что не хвататься за эти пилюли без надобности! А надобность определит только эндокринолог! И только после обследования!  сообщить о нарушении
        ","глюкофаж","0"
"32","
          Nycomed/Merck Франция Глюкофаж - отзыв        "," Глюкофаж – это препарат для диабетиков, и просто для людей со скачками показателей сахара в крови. У меня сахар обычно держится на отметке 6, по крайней мере всегда, когда я сдаю кровь, приходит такой результат. Такой показатель считается слегка повышенным, это не норма. Поэтому мне терапевт прописала пить таблетки Глюкофаж, и постоянно отслеживать уровень сахара в крови.Глюкофаж недорогой препарат, упаковка на 60 таблеток стоит 460 рублей. Но несмотря на свою относительно недорогую цену, препарат очень полезный.Глюкофаж снижает гипергликемию, не приводя к развитию гипогликемии.Метформин стимулирует синтез гликогена, воздействуя на гликогенсинтетазу. Увеличивает транспортную емкость всех типов мембранных переносчиков глюкозы.Кроме того, оказывает благоприятный эффект на метаболизм липидов: снижает содержание общего холестерина, ЛПНП и ТГ.     
      
        
     Что касается похудения от Глюкофажа, вот что гласит инструкция:На фоне приема метформина масса тела пациента либо остается стабильной, либо умеренно снижается. Так что, даже по официальной инструкции, на резкое похудение рассчитывать не приходится, увы. И тем не менее, те два месяца, которые я пила Глюкофаж, я вставая на весы, тайком мечтала увидеть цифру пониже. Увы, это так и осталось мечтами – Глюкофаж мне не помог похудеть, мой вес остался прежним, только колебался в пределах одного-двух кг, но у меня всегда вес несколько нестабилен – стоит нормально поесть, и подскакивает на килограммчик.Но даже несмотря на то, что я не похудела, я не собираюсь снижать оценку Глюкофажу. Ведь изначально это лекарство для диабетиков. А уровень сахара после курса Глюкофажа у меня таки понизился до 5, хотя я даже не сидела на низкоуглеводной диете (которая показана всем диабетикам). сообщить о нарушении
        ","глюкофаж","0"
"33","
          Nycomed/Merck Франция Глюкофаж - отзыв        "," Глюкофаж - таблетки для больных диабетом, но кого это волнует, когда ходит легенда о том, что чудо-таблеточки помогают снижать вес. Итак, как расписано на многих сайтах, глюкофаж - препарат, который не позволяет углеводам, всасываться из кишечника в кровь, снижает уровень сахара, нормализует холестерин, уменьшает аппетит (из-за того, что нормализуется выработка инсулина). Также, говорят, что глюкофаж - имеет меньше побочных эффектов по сравнению с большинством жиросжигателей, достаточно соблюдать правила применения:Соблюдать диеты, исключать из рациона сладкое, жирное, жареное, мучное. Но не голодать, употреблять не менее 1000 калорий в сутки. Обогатить свой рацион продуктами, содержащими клетчатку.Исключить алкоголь.Курение - снижает эффективность препарата.Увеличить физическую активность, но без фанатизма, изнуряющие тренировки могут привести к смертельно опасному осложнению  – лактат-ацидоз.Не сочетать с мочегонными препаратами и витаминами содержащими йод.Длительность курсе не должна превышать 22 дня, после следует сделать перерыв, минимум на месяц.Тщательно ознакомиться с инструкцией по применению, в частности с противопоказаниями.Это теория. На практике.Я купила этот препарат без рецепта, рублей меньше чем за 200. Принимала по 500 мг, иногда по 1000 мг в день. Не пила, не курила. Спортом не занималась, но моя работа подразумевает достаточную физическую активность, то есть на месте я не сидела. Диету не соблюдала, даже наоборот сметала все подряд, особенно сладкое - тянуло жестоко (к примеру, пару раз пила горячий шоколад в прикуску с мороженным и шоколадкой, хотя обычно даже сладкий  кофе не могу пить), после чего иногда испытывала боли в животе.  При этом чувствовала, что не поправляюсь (с таким-то рационом), даже наоборот, живот (моя проблемная зона) - пропал, да и тело подтянутым стало, хотя на весах ничего не менялось. Тошноты и слабости не чувствовала. Пропила 2 недели, решила до лета завязать, ибо боюсь, что организм привыкнет и препарат перестанет действовать. Побочных эффектов никак не замутила. Рост 159 - Вес 47 как был до приема, так и остался. Дурочкам, которым плевать на свое здоровье и для которых фигура важней, можно попробовать (на свой страх и риск). Диабетом не страдаю, поэтому диабетикам ничего ценного сказать не могу.  сообщить о нарушении
        ","глюкофаж","0"
"34","
          Nycomed/Merck Франция Глюкофаж - отзыв        "," История моя большая и долгая, и даже не знаю, с чего начать. Наверное, с того, что я очень поправилась за несколько лет - на 25 кг.Я сначала не обращала на это особого внимания, тем более, что моему мужу это не принципиально (он и сам поправился сильно после свадьбы))). Но когда начались женские проблемы одна за другой, тогда я пошла по всем врачам и эндокринолог обнаружил у меня высокий инсулин. Примерно на 50% больше нормы. Для тех, кто не в курсе - инсулин это НЕ сахар, это НЕ диабет. Как объяснил мне врач, это преддиабетное состояние, но для организма оно очень тяжело. Почитайте в сети ""симптомы высокого инсулина"". Я была в ужасе.Глюкофаж очень хорошо работает с этим состоянием, но нужно набраться терпения и слушаться врача.    
      
        
    Быстро это не лечится, мне назначили на полгода лечение. Сначала я принимала по 500 мг утром и вечером, потом 500 утром и 1000 вечером (на фото таблетки двух видов - это как раз разная дозировка).    
      
        
    Побочных эффектов у меня не было - разве что прибавилось сил и меньше стало хотеться есть. (У мужа та же проблема, и он тоже принимает этот препарат, тоже никаких побочек).Про стоимость. Если брать большие упаковки, по 60 таблеток, то на 2 месяца меньше 600 р. По-моему, это очень даже скромно для бюджета, те более, что решается столь серьезная проблема со здоровьем.    
      
        
    Примечание для женщин: при высоком инсулине почти невозможно выносить ребенка. Будут проблемы с овуляцией, гормональные нарушения. Поэтому если есть подозрения, что тут не все в порядке - сдайте кровь на инсулин! Но дозировку должен назначить врач, потому что тут все очень индивидуально, и только специалист знает, какая доза поможет, а какая- навредит.У меня через 2 месяца приема результата не было, инсулин был прежним. А через 5 месяцев он уже был в идеальном норме. Еще месяц я его допивала по назначенной схеме, а сейчас пью только 1000 мг на ночь - поддерживающая доза, плюс долечиваю последние проблемы перед беременностью.Еще мне доктор выдал специальный листок, где расписано что и как кушать при высоком инсулине. (Такое же питание прописано при диабете 2-го типа, но у меня нет диабета).    
      
        
        
      
        
    Я очень довольна препаратом, он просто спас меня и мужа. Однако еще раз подчеркну - это не шутки, и без врача его нельзя пить. Берегите себя и будьте здоровы!з.ы. МОЙ ЗАРАБОТОК: 15 000 р В МЕСЯЦ - ВОТ СКОЛЬКО МНЕ ПРИНОСИТ ЭТА КНИГА УЖЕ МНОГО ЛЕТ (9 ПЛЮСОВ И 2 МИНУСА КНИГИ)  З. З..Ы. Прилагаю полную инструкцию.    
      
        
        
      
        
        
      
        
        
      
        
     Мои лучшие отзывы о лекарствах (с подробностями и множеством фото)Мазь Траумель С (от отеков, боли, воспалений)Вобэнзим (бад для иммунитета)Систейн ультра (спасение для зрения)Агросульфан (лучшая мазь для кожи)Глюкозамин и хорндроитин (исцеление суставов!)Стевия (худеть легко и полезно)Бонус:Компьютерная диагностика (вы очень удивитесь!!!)Здоровое питание с помощью отличнейшей мультиварки сообщить о нарушении
        ","глюкофаж","0"
"35","
          Nycomed/Merck Франция Глюкофаж - отзыв        "," Здравствуйте! Очень много отзывов про Глюкофаж (Метформин), но почему-то в основном его принимают, желая похудеть. Действительно, похудение - это как бы побочный эффект этого препарата, но всё же основное его назначение- это лечение сахарного диабета 2 типа.Мой муж диабетик уже много лет, и всё это время принимает Глюкофаж. По утрам натощак таблетку Диабетон, а три раза в день после еды Глюкофаж.    
      
        
    Глюкофаж бывает разной дозировки : 500, 850 и 1000 мг. Мужу выписали по 850 мг, в пачке 60 таблеток, стоимость 110-150 рублей в разных аптеках.Вот показания к применению :     
      
        
    Вот противопоказания :     
      
        
    А это способ применения и дозы :     
      
        
        
      
        
    Глюкофаж необходимо принимать ежедневно. Года два муж так и делал, потом сахар вроде нормализовался и мы подумали, что же теперь, всю жизнь пить таблетки, что-ли и решили сделать перерыв на время. Несколько дней сахар держался в норме, а потом скачок... Теперь принимает лекарства каждый день и не экспериментирует больше.Так что Глюкофаж однозначно рекомендую к применению, но только тогда, когда это действительно необходимо для поддержания здоровья, а не ради похудения. Всё-таки это серьёзный препарат. Может быть вес вы скинете, а как это отразится на здоровье, это ещё вопрос. Хорошо если не навредите...Всем желаю здоровья!Если отзыв оказался чем-то полезен для вас, буду очень рада!Если вдруг кому-то интересно, то вот прибор, которым измеряем сахар в крови, никогда не подводит, и подробная инструкция с фото : Акку-чек актив.И вот ещё отзыв про Диабетон.Диета, которая оказалась для меня самой результативной, за месяц минус 12 кг, и это учитывая мой возраст!!! - здесь.  сообщить о нарушении
        ","глюкофаж","0"
"36","
          Nycomed/Merck Франция Глюкофаж - отзыв        "," 5 лет назад я родила ребенка, во время родов набрала 14 кг. Родила, вес ушел. Пока ребенок был на грудном вскармливании (1,5 года) была худенькая и подтянутая. Как только ребенок сошел с грудного вскармливания у меня произошел гормональный сбой и я начала набирать по 10 кн в год в одностороннем порядке. Диеты, спортзал, бассеен... Ничего не помогало. Паралельно этому всему начались проблемы с месячными, т.е. они бывают раз в 3-4 месяца. Решила, что проблема в геникологии. Обследовалась, оказалось, что причина в поликистозе, но он возник от лишнего веса. В итоге гениколог отправила меня к эндокринологу. Мне поставили диагноз ""метаболический синдром"" (он же нарушение обмена веществ). Выписали глюофаж пол года пить во время самого сытного приема пищи ( в моем случае это обед) в дозировке 850мг и дробное 6 разовое питание небольшими порциями. Звучит страшно, учитывая насыщенный рабочий график, но яблоко или йогурт считается полноценным приемом пищи. Сейчас уже 2-й месяц как я живу в этом ритме диета+глюкофаж+бассейн. Пока -7кг. сообщить о нарушении
        ","глюкофаж","0"
"37","
          Nycomed/Merck Франция Глюкофаж - отзыв        "," Полностью согласна с предыдущими отзывами - это не ""похудительные"" БАДы, а серьезное лекарство, принимать которые можно только с согласия врача-эндокринолога. Мне вот прописали..Не хочу вдаваться в медицинские подробности (просто неприятно писать) но людям, не понаслышке знакомым с нарушениями эндокринной системы, знакомы неприятные симптомы, начиная от упадка сил и заканчивая увеличением веса чуть ли не от воздуха. Так вот, с глюкофажем действительно удобно худеть - даже при нормальном разнообразном питании вес будет в худшем случае стоять на месте, а в лучшем - снижаться.Можно сказать. что единственный минус - тошнота от приема. Упаси вас Бог выпить таблетку утром и тем более натощак! Меня как-то угораздило - все следующие сутки терзала какая-то химическая тошнота, буквально выворачивало.. Словом, пью их после еды, и потом не просто запиваю, а и заедаю чем-нибудь - так пропадает ""память"" в пищеводе, ведь таблетка большая и шершавая. В общем, спасибо, что уделили минутку на чтение  Всем здоровья и удачи! сообщить о нарушении
        ","глюкофаж","1"
"38","
          Nycomed/Merck Франция Глюкофаж - отзыв        "," Принимала этот препарат с целью похудения. Узнала случайно, что у больных с сахарным диабетом применяют такие таблетки. Они препятствуют всасыванию углеводов в кишечнике. Я обрадовалась и сразу же купила. Стоит глюкофаж около 200 рублей. Решила устроить эксперимент и в первый день приёма этого препарата купила себе кучу пирожных. К вечеру из меня всё благополучно вышло. Но самочувствие было плохим. Тошнота подступала, вялость и плохое настроение. Возможно я приняла слишком большую дозу этого препарата. А если принимать меньше, то меньше надо и жрать. Так я тоже пробовала. Даже от одной таблетки в день мне было плохо. Похудеть от него можно, но ценою своего самочувствия. Если вы готовы терпеть тошноту, поносы, вялость и плохое настроение, то вперёд. Но я лучше ограничу свой рацион естественным путём и получу удовольствие от своей силы воли. сообщить о нарушении
        ","глюкофаж","1"
"39","
          Nycomed/Merck Франция Глюкофаж - отзыв        "," Глюкофаж мне назначила гинеколог после сдачи анализов на гармоны. Мне 20 лет и у меня поликистоз. Все гормоны,кроме инсулина,оказались в норме,а сам инсулин чуть выше нормы. По рецепту данный препарат необходимо пропить три месяца. Пью с надеждой на то,что цикл восстановится и не придется вызывать месячные медикаментозно или пить гормоны. Я не полная и поэтому врач диету не назначил,но вес от глюкофажа снизился за 2 недели на 2 килограмма(диету не соблюдаю). Каких-либо значительных изменений в своем состоянии,кроме как небольшой тошноты по вечерам и отсутствия аппета.Моя дозировка - 3 таблетки в день во время или сразу после еды. С момента начала приема прошло только три недели. Через 3 дня ко врачу на осмотр.Очень надеюсь, что поможет вылечить поликистоз,так как он у меня недавно. сообщить о нарушении
        ","глюкофаж","1"
