"name","review"
"
          Антибиотик Astellas Юнидокс Солютаб - отзыв        "," Принимала антибиотик Юнидокс солютаб после сложного удаления зубов ( это высококачественный аналог тетрациклина - доксициклин), он накапливается и в зубах, и в костной ткани, способствует быстрому снятию воспаления и заживлению. В отличии от копеечных аналогов - от него даже при длительном приёме не желтеют зубы (синдром тетрациклиновых зубов, наверное, все знают, когда зубы после приёма тетрациклина или его аналогов становятся коричневатыми и не подлежат никакому отбеливанию).Таблетку запивала просто стаканом воды, принимала 2 раза в день после еды. ВАЖНО! Через 2 часа после приёма Юнидокс-солютаб обязательно выпить Линекс или любой другой препарат с бифидобактериями. Это нужно для того, чтобы избежать резких болей в желудке после приёма антибиотиков, всё-таки это сильное лекарство, которое не принимают просто так, а только по показаниям. сообщить о нарушении
        "
"
          Антибиотик KRKA  Нолицин - отзыв        "," Доброго времени суток! Сегодня хотелось бы затронуть такую сферу, как женские половые болезни, а именно - ЦИСТИТ!С этим недугом сталкивалась практически каждая женщина на планете, так как прицепить цистит очень просто, достаточно просто посидеть на холодном или же немного замерзнуть. Природа наградила меня слабой имунной системой, что позволяет каждой ""бяке"" с легкостью зацепиться в моем организме и остаться там надолго. Цистит посещает меня достаточно часто, поэтому в моей аптечке всегда есть несколько таблеток Нолицина.Нолицин - это отличный антибиотик, благодаря которому я на некоторое время забываю о неприятных ощущениях.    
      
        
    Каждая женщина, которая знает не по-наслышке о цистите, понимает какие неприятные ощущения возникают и как сильно хочется поскорее что-нибудь выпить, и предпринять какое-нибудь действие наконец, чтобы эти режущие и колющие боли прекратились!Почему именно Нолицин?Раньше я пользовалась другим препаратом, так как думала, что он дешевле и действенен, но в дальнейшем, когда цистит стал возвращаться и с каждым разом боли усиливались, мама посоветовала мне Нолицин, который считается сильнейшим антибиотиком.Я купила этот препарат, но на скорую помощь не рассчитывала. Что же я получила?Я получила быстрое действие, рези и боли прошли через некоторое время после того, как я приняла первую таблетку! Самое главное, что принимать препарат нужно всего 3-5 дней, что является очень удобно и просто.     
      
        
    Почему я не люблю Нолицин?Таблетки имеюТ округлую форму и достаточно большой диаметр, что придает некоторые неудобства при глотании драже.Не знаю как У остальных, но меня конкретно подташнивает на протяжении всего курса приема данного антибиотика. В конце хотелось бы отметить, что не смотря на два выделенных мною недостатка, препарат отлично справляется с поставленной перед ним задачей, а именно он отлично избавляет от всех симптомов и самого недуга под названием ""Цистит"", именно поэтому, если возникнет необходимость, я еще не раз вернусь к применению данного препарата в лечении. Будьте здоровы и берегите себя!Спасибо, что зашли ко мне! сообщить о нарушении
        "
"
          Антибиотик KRKA  Нолицин - отзыв        ","Опыт использования:несколько дней
Стоимость:485 рублей

    
            
                        
      
        
            
              
                        
      
        
            
        

 С Нолицином познакомилась при неприятных обстоятельствах - у меня случился приступ пиелонефрита. Кто знаком, тот знает, что это такое! Я столкнулась с этой ужасной болезнью впервые и оказалась не готова к войне за свое выздоровление. Сначала меня атаковали частые мочеиспускания - бегала сначала каждые 20 минут, потом 10, потом 5.Затем к этому добавилось жжение и боль, позывы участились до одного раза каждые пару минут! Меня скрючило, я выла. Беда застала на работе и как назло, ни у кого не оказалось даже несчастной таблетки Ношпы! Пришлось срочно эвакуироваться домой. За полчаса поездки в такси чуть с ума не сошла - все жгло и безумно хотелось ""по делам"". Забежав в аптеку я попросила самое быстродействующее решение в моей ситуации. Мне дали Канефрон в каплях. Дома, после его приема, мне стало легче и я даже смогла поспать. Еще сутки я принимала только Канефрон и мне уже казалось, что беда отступила, как вдруг меня атаковали жуткие тянущие боли в почках! Такого удара я не ожидала и поняла, что надо искать более серьезный метод, поскольку экстренно попасть к врачу не получалось. В интернете нашла информацию о Нолицине, пошла буквой зю в первую же аптеку. Употребила на месте одну таблетку. Через два часа мне полегчало. А еще через три- как будто ничего и не было! Сейчас продолжаю пить Канефрон и также принимаю и Нолицин. Никаких побочек не обнаружила, разве что аппетит немного снизился, но в моем случае это только плюс) Болезнь отступила, как будто ее и не было, но в ближайшее время все равно планирую показаться врачу.Спасибо тем, кто прочитал будьте здоровы и если что-то беспокоит-сразу к врачу, не откладывайте! сообщить о нарушении
        "
"
          Противомикробные средства  Тержинан - отзыв        "," Расскажу вам, девочки, свою историю. К планированию малыша мы отнеслись серьезно с мужем - сдали все анализы, нашли мелкие болячки и начали лечение. У меня во всех анализах были повышены лейкоциты. Если норма 10-15, то у меня было порядка 40-50. Инфекций не нашли. Лечили мнимое воспаление - не помогла (значит восполений явных нет). Все это время (почти год) мы старались зачать ребенка, но увы, каждый месяц было разочарование. Я думаю, многим знакомо состояние, когда надоело отшучиваться от вопросов ""ну когда уже?"", когда начинаешь избегать подружек с детьми и их разговоры про детей..А я, хоть меня и затравливали антибиотиками, не могла никак забеременеть...И на всех анализах один изъян - повышены лейкоциты.Гинеколог устала со мной маяться и отправила меня на госпитализацию - там неделю меня кололи метронидозолом (сильнейший антибиотик, который санирует весь организм). Врач сказала, что если в след.цикле после лечения не забеременею, можно ставить диагноз бесплодие..И я не забеременела.После лечения лейкоциты в мазке были 30. Я решила сходить на консультацию к заведующей гинекологии на консультацию, она просмотрела мои анализы, выслушала меня и выписала тержинан 6 капсул. И посоветовала не переживать и мерять базальную температуру. Девочки, и так получилось, что мой первый график БТ оказался ""беременным""))) Так вот, после курса тержинана сразу же получилось! Лейкоциты наконец-то после почти года мучений снизились!Я уверена, что нашему успеху помог именно тержинан!  сообщить о нарушении
        "
"
          Антибиотик Lek Амоксиклав - отзыв        "," После вторых родов замучили меня разного рода инфекции: то шов воспалился, то кольпит, то ОРВИ, ТО температура резко поднималась вверх и через сутки без каких-то симптомов падала на место. Проснулась ночью от жуткого озноба, температуры не было, а через 20 минут подскочила до 38,5. Терапевт на следующий день назначила амосин, но я лечилась у гинеколога и раз уж назначать антибиотики, то чтоб гинекологию лечили. Хотя амосин и амоксиклав на основе одного антибиотика амоксициллина лечат по-разному и разные болячки и по цене существенная разница. Амоксиклав меня действительно поставил на ноги и гинекологию пролечил. И несколько лет назад мне его гинеколог тоже назначала для лечения воспаления, там было три курса разными антибиотиками. Помогло.А самое главное, амоксициллин проникает в грудное молоко в небольшом количестве и не опасен для малыша. На всякий случай для предотвращения дисбактериоза давала бифидумбактерин малышке. сообщить о нарушении
        "
"
          Антибиотик ЯДРАН Зеркалин - отзыв        "," Высыпания – довольно частые гости на моей коже. Боролась с ними самыми разными способами, пока не купила «Зеркалин». И знаете, что я вам скажу, - у меня еще никогда не было такого чистого лица! Ну, обо всем по-порядку…****************************************************************************************************************************Продается средство в аптеках. Стоит 155 руб.Найти его - сложная задача. У меня закончился очередной флакон и найти другой теперь не знаю где  Это действительно проблема.Упакован в коробочку белого цвета с изображением зеркального шара. Прилагается инструкция. Само средство находится в стеклянной бутылочке.Объем 30 мл.    
      
        
        
      
        
        
      
        
        
      
        
        
      
        
        
      
        
        
      
        
        
      
        
        
      
        
        
      
        
    Запах сильный и неприятный. Не знаю, с чем его сравнить. Это определенно спирт с чем-то еще. Для меня он какой-то противный даже…*************************************************************************************************************************Теперь о моей проблеме…Кожа у меня проблемная, жирная. Часто появляется воспаления,  особенно перед этими днями. Часто возникала такая ситуация: только залечила более или менее воспаления, как уже появляются новые… Просто грустный замкнутый круг… Хорошо еще, что воспаления носят одиночный характер, а не массово покрывают кожу.**************************************************************************************************************************Как я решила проблему...Решением проблемы оказался «Зеркалин». Да, до него я пробовала столько всяких средств, что перечислять долго. К некоторым кожа привыкала, и они переставали работать. Другие же вообще не меняли никак ситуацию.""Зеркалином"" я пользуюсь следующим образом:Так как средство достаточно сильное, а моя ситуация не столь плачевна, то я перед обострением (дня за 3) начинаю протирать все лицо по вечерам. Думаю, нет необходимости наносить его два раза в сутки – все же он сильно сушит кожу и есть риск заработать шелушение.Как только пик повышенного риска проходит, я перестаю протирать все лицо, а в течение 3-4 дней наношу средство на те участки, которые наиболее часто покрываются воспалениями. Так же один раз в сутки – вечером.Во все остальное же время я им не пользуюсь практически вообще. Лишь пару раз в произвольном порядке для профилактики на все лицо или на проблемные участки. Кожа не привыкает к нему. Вот и все. За все время использования моя кожа полностью (!) очистилась! И никакая гадость не появляется, даже если долгое время средством не пользоваться.Средство стало действовать сразу после начала использования. Новые прыщики уже не появлялись вообще. Т.е. я получила результат в самые кратчайшие сроки.Еще стоит сказать, что на другие кожные проблемы средство никакого влияния не оказало. Например, точки черные не ушли, поры не сузились, жирность не уменьшилась.****************************************************************************************************************************Теперь минусы, которые нужно знать:- Средство сильно сушит кожу, так как в нем много спирта. Применять, если у все не слишком запущенная ситуация, одни раз в сутки. Не более. - Средство горькое, имейте в виду. После него нужно обязательно мыть руки.- Не экономное.- Все же это антибиотик, так что с осторожностью.****************************************************************************************************************************Как я борюсь с пересушиванием:Так как я пользуюсь средством не очень часто и кожа моя жирная, то доводила ее до сухости всего пару раз за все время использования ""Зеркалина"" (около 3-х месяцев). Я научилась предотвращать это неприятное явление, когда наношу средство усиленно (каждый вечер в течение 3-4х дней). Сначала наношу ""Зеркалин"", жду минут 30 – 40, а затем наношу масло шиповника, смешанное с кремом. Либо просто увлажняющий крем.****************************************************************************************************************************Так что, моя мечта о чистой коже сбылась! Думала, какую оценку поставить средству и все же решила, что это только 5 звезд, так как не смотря на определенное количество минусов, с главной задачей оно все же справилось.  Пользуйтесь, но без фанатизма и с осторожностью. ****************************************************************************************************************************Другие средства против воспалений, которые я пробовала:Эфирное масло ""Аспера"" Чайное деревоЛосьон для лица ""До и После"" для проблемной кожи ""Анти-Акне"" с цитратом серебраКрем для лица ""Oxford Гербекстра"" Чистое лицо (растительный крем)Гель против угревой сыпи РЕГЕЦИН сообщить о нарушении
        "
"
          Противомикробные средства  Тержинан - отзыв        "," Свечи Тержинан помогут вам побороть такую неприятность, как молочница и не только.Точнее эффективнее и надолго можно избавиться от молочницы в совокупности с другими ограничениями, т.к. если молочница хроническая, то таблетки помогут, но временно.Как избавиться от молочницы:Молочница любит ослабленный иммунитет, сладкое и хлебобулочные изделия.Так что на время лечения врачи рекомендуют соблюдать диету: убрать мучное, сладкое, жареное, т.е. обычное правильное питание - серые каши, овощи, фрукты, белок (курица, рыба и т.д) Убрать из рациона вредности.Я знаю свою беду с молочницей из-за любви к сладостям, 1 шоколадка (целая) и всё, привет, молочница.Но с весны я всё же собралась с силами, пересмотрела своё питание, придерживаюсь принципам правильного питания и молочница прошла, скинула уже 7 кг за 5 месяцев, в первые месяцы быстрее, сейчас потихоньку, но не прибавляется вес - уже отлично.Внешние проявление молочницы меня не беспокоили никак, но по анализам перед прижиганием эрозии сказали, что всё же проявления молочницы имеются. Анализ плохой плюс воспаление идёт:(Назначили Тержинан 10 штук. перед прижиганием эрозии лазером.    
      
        
    Тержинан упаковкаПосле применения свечей Тержинана повторный анализ показал, что прижигать можно, т.к. анализ стал в пределах нормы по всем показателям!    
      
        
    Тержинан таблеткаПрименение не совсем комфортно мне лично, всё же желтые таблетки размокают и вытекают. Удивлена, что некоторые в отзывах пишут, что растворяется полностью. Как такой объем может раствориться, это же не крем? У меня вытекает, но эффект всё равно имеется. Эту проблему решают одноразовые прокладки.И состав свечей Тержинан на фото:    
      
        
    Тержинан состав Так что делаю вывод, что свечи Тержинан отлично работают!И молочницу победила, и эрозию в итоге прижгла сообщить о нарушении
        "
"
          Антибиотик KRKA  Нолицин - отзыв        ","Опыт использования:несколько раз
Стоимость:около 300 р за 20 таб
 У меня хронический цистит, раз в полгода точно бывают приступы. Первое время спасалась Монуралом, но в очередной раз он мне не помог. Тогда я стала искать средство получше. Была у уролога, она назначала мне канефрон, но это слабенькое средство. Потом лежала неделю в больнице с геморрагическим циститом (там мне ставили уколы антибиотика и давали таблетки фурагин). Но и после такого лечение были рецидивы. Спасибо интернету и irecommend.ru, где я и в нашла отзывы и поэтому купила Нолицин. Обычно он помогает в течении нескольких часов (около 5 в моих случаях), если принять сразу при появлении симптомов. Но последний раз  моей аптечке такой таблетки не оказалось, а приступ начался прямо перед сном, пришлось всю ночь просидеть в тазике с теплой водой и содой и много-много пить (пила отвар березовых листьев), а в 8 часов, когда открылась аптека, я приняла первую таблетку. Облегчение насупило после первой таблетки, но несильные боли продолжались около 3-х дней, потом остались только неприятные ощущения. Обычно я пила около 3-х дней, но в последний раз продлила до семи дней (2 раза в день по инструкции) и прекратила (из-за молочницы, хотя параллельно пила бифидумбактерин). Через 2 недели от начала приступа цистита мне удалось попасть к урологу. Та мне прописала только один препарат - Уро-Ваксом, я купила (очень дорого конечно по сравнению с нолицином), начну принимать с завтрашнего дня (т.к. нужно утром натощак) сообщить о нарушении
        "
"
          Противомикробные средства  Тержинан - отзыв        "," Всех приветствую на страничке моего отзыва о вагинальных таблетках, которые избавляют от микробов, грибков и прочей гадости в женском интимном месте.Тержинан мне прописал врач-гинеколог после обследования и обнаружения эрозии шейки матки. Мне 21 год, я нерожавшая, поэтому доктор сказала, что прижигание не советует пока делать, вот рожу, а тогда уже нужно будет пройти через данную процедуру.Я поинтересовалась, в чем причина невозможности проведения такой процедуры у доктора, на что она ответила, что после прижигания часто остаются рубцы, плод может плохо прикрепляться к стенке матки, а во время родов и того хуже - легко может случиться разрыв шейки матки. Брррр....Меня хорошенько так встряхнуло после этих новостей. Но и она посоветовала не относиться к данному диагнозу легкомысленно, а проверяться регулярно, следить за своими ощущениями и интимной жизнью, потому как эрозия часто может кровить, может чувствоваться ощущение жжения внутри, или как-будто что-то щиплет в глубине тебя.Так вот, перейду уже к самим таблеткам.    
      
        
        
      
        
    Цена - 420 руб.Количество таблеток - 10 шт., но могут продаваться и по 6 штук. 10 штук как мне сказала аптекарь для профилактики, а 10 для лечения.    
      
        
        
      
        
    Таблетки представляют собой плоские удлиненные, как-бы сплюснутые капсулы, в верхней части которых выбита буква ""Т"".    
      
        
        
      
        
    Введение во влагалище беспроблемное, перед этим необходимо на 20 секунд опустить таблетку в воду.Состав таблеток в основном включает противомикробные лекарства и антибиотики.    
      
        
    По своим ощущениям могу сказать, что ничего особенного я не ощущала. Меня обошли стороной все побочки (девочки жалуются на жжение или зуд во влагалище), о которых производитель сообщает в инструкции к препарату.Я вводила таблетки на ночь, перед сном, чтобы спокойно, в лежачем положении дать лекарству подействовать на мою болячку. С утра я всегда замечала выделения светло-желтого (как и сама таблетка) цвета, поэтому прокладка на период лечения просто необходима. Выделений не много, ручьем они не текут, поэтому можно легко обойтись ежедневкой.Один важный момент, о котором меня оповестила врач - интимной жизнью на протяжении этих дней лечения лучше не жить. Это было основной проблемой, но муж стойко выдержал и с заботой относился к процессу лечения. По окончании лечения могу отметить, что внешних признаков я никаких не заметила, но доктор сказала, что эрозия немного уменьшилась и стала менее насыщенного цвета. Она мне рассказала, что эрозия сама по себе представляет воспаление, на котором очень любят гнездиться всякие - разные вредные микроорганизмы (инфекции в основном), которые находятся в благоприятной среде и потому могут причинить большой вред женскому здоровью.Тержинан помог избавиться от них, пролечил микрофлору влагалища.Надо добавить, что после Тержинана гинеколог назначила мне Лактожиналь, для восстановления микрофлоры влагалища, о котором я напишу очень скоро, как только закончу курс лечения. Всем спасибо, что читаете меня) Если есть вопросы - задавайте, буду рада помочь.Я - Наташа, ко мне можно на ""Ты"". сообщить о нарушении
        "
"
          Антибиотик ЯДРАН Зеркалин - отзыв        ","
    
            
                        
      
        
            
              
                        
      
        
            
              
                        
      
        
            
              
                        
      
        
            
              
                        
      
        
            
              
                        
      
        
            
              
                        
      
        
            
              
                        
      
        
            
              
                        
      
        
            
              
                        
      
        
            
              
                        
      
        
            
              
                        
      
        
            
        

 Привет!Наконец, напишу о продукте, ради которого зарегистрировалась на irecommend.ru! Удивительно, как мало общественность знает об этом препарате. Если бы не случайность, я так никогда и не вылечила свою отвратительную угревую сыть. Но обо всем по порядку.История болезни: обострение угревой сыпи началось внезапно - после очередной самочистки лица. Питание, гормоны - в пределах нормы, ничего подозрительного. Единственное изменение - резкое снижение физической активности в конце осени и все.Лицо изначально: сильнее всего страдали щеки, хотя кожа комбинированная. Лоб, нос и подбородок - неидеальные участки, но терпимые.Стоимость: от 266 до 373 рублей (в 2016 году).Доступность: покупала в аптеке ""Спрей"", а также в городской аптеке с номером (очевидно, муниципальная). Считаю, что лекарство доступно.Запах: не малина с клубникой, конечно же, но и не такой уж противный, как некоторые пишут. Даже внимания не обращайте на подобные замечания - это все ерунда!Расход: зависит о необходимой вам дозы. Я пользуюсь 2 раза в день, ЧИСТЫМИ пальцами обильно нанося на все лицо. С ватным диском пользовалась около месяца, подвижек в результате не было, поэтому перешла на свои пальцы. В итоге, пузырька хватает на 2-3 недели (чаще на 2, чем на 3  ).Результат: если у вас такая же беда, как была у меня - не ждите хороший результат ни через неделю, ни через месяц. Когда вы, глядя на свое лицо, впервые скажете себе: ""Ну, сейчас стало более-менее ничего"", пройдет месяца 2, не меньше. И это только ""более-менее ничего"".Первые изменения на лице появились через месяц: тогда я стала наносить Зеркалин пальцами и одновременно почистила кишечник (узнать как). Лицо стало гораздо спокойнее, яркие воспаления уменьшались в количестве и скорее заживали. До нормального лица было еще далеко - щеки были покрыты громадными красными пятнами (заживающие прыщи).Когда прошли мои 2 месяца, то я заметила, что новые угри почти перестали высыпать (считай, полностью перестали - 1 прыщ в неделю не считается, раньше было 1-2 новых за день). Более того, с подбородка почти исчезло его вечное кожное сало (это когда натягиваешь подбородок).Из оставшихся проблем остались красные пятна (лучше уже это, чем постакне), которые постепенно сходят на нет. Сейчас прошло 3 месяца, и я спокойно себя чувствую даже без тонального крема.Хотя, и я это подчеркиваю, моя борьба не закончилась, и есть еще куда стремиться!-----------------------------------------О дополнительных мерах в борьбе с угревой сыпью. Я прочитала почти все отзывы о Зеркалине на этом сайте. Какие-то советы почерпнула, какие-то проигнорировала, но в итоге взяла за правило следующее:Завести отдельное полотенце для лица и только для него.Менять наволочки 1 раз в неделю.Очень желательно не касаться лица лишний раз (не подпирать голову рукой, не чесать). Насчет ""давить прыщи или нет"" - я не знаю. Я, например, давлю, т.к. таким образом они заживают быстрее.Стараться обойтись без тонального крема (от него сыпь только усиливается).Отказаться от салицилового спирта (его нельзя использовать с Зеркалином).Дополнительно можно почистить кишечник с помощью энтерсорбента Полифепан или активированного угля.Для отбеливания лица смешивать кефир с лимоном (подробнее здесь).Для скорейшего заживления ранок - смазывать их соком алоэ (сок становится наиболее эффективным, если подержать алоэ 2 недели в холодильнике).С йодом аккуратнее - на некоторые виды прыщей он воздействует благоприятно, на некоторые лучше не наносить.После выдавливания можно попробовать протирать лицо перекисью водорода.------------------------------------------------------Фото-результаты: 1 фото сделано до использования Зеркалина2 фото - на следующий день3 и следующие - мои еженедельные результаты.Последнее фото сделано через 2 недели (так получилось).Надеюсь, мой отзыв поможет вам настроится на длительную, но победную войну (именно войну) с прыщами!Всем успехов! сообщить о нарушении
        "
"
          Антибиотик Servier Биопарокс. ВНИМАНИЕ! В связи с летальными случаями разрешение на применение спрея ""Биопарокс"" отозвано, а его продажа запрещена. Пациентам рекомендуется не применять данное средство - отзыв        "," Однажды ребенок заболел, показывал, что болит горло и ухо!!! мы отправились на консультацию к лору, опытная врач посмотрела ушки и ни чего похожего на воспаление там не увидела, а вот горло, сказала очень и очень не хорошее!У нас уже была ангина, до сих пор боюсь ее как огня, температура держится и ни чем не сбивается! Но сейчас ни об этом!!!Врач назначила нам спрей, а точнее аэрозоль для ингаляций, Биопарокс.    
      
        
    _______________________Цена_______________________Ни много, ни мало 500 рублей!    
      
        
    _______________________Действующее вещество_______________________Антибиотик полипептидный - Фузафунгин, является антибиотиком местного действия с противовоспалительными свойствами.    
      
        
    _______________________Показания к применению_______________________ринит;фарингит;ринофарингит;трахеит;ларингит;тонзиллит;синусит.___    
      
        
    ____________________Противопоказания_______________________Детский возраст, до 2,5 летАллергики, с предрасположенностью к бронхоспазму. _______________________При беременности_______________________С осторожностью, по назначению врача. Я побежала в аптеку, купила препарат. Дома прочитав инструкцию и брызнув себе в горло, испугалась, что у ребенка может начаться тот самый бронхоспазм. Средство очень ядерное на вкус!!Действительно захватывает дыхание.Но деваться не куда и я решилась! Пшыкнула в нос и горло, как и сказала врач.Ребенок очень плакал, весь покраснел, просил воды!Зрелище то еще.._______________________Способ применения_______________________по 2-3 ингаляции через рот и/или нос 3 раза в день.    
      
        
        
      
        
    Есть отдельные насадки, для горла(побольше):    
      
        
    Для носа(поменьше):    
      
        
    Но лично мне использовать насадки неудобно вовсе, поэтому пользуемся вообще без насадок:    
      
        
    _______________________Производство_______________________Принадлежит Франции, производится в Венгрии.    
      
        
    _______________________Результат_______________________Через 2 дня ребенок был здоров!!! Горло спокойное, остатки соплей, температура 36,6. Я была приятно удивлена! Применяли до этого много хороших средств, в основном Мирамистин, обычные ингаляции, но такого быстрого эффекта не было ни когда!Плохо то, что это антибиотик, хоть и местный! Его рекомендуют использовать не менее 5ти дней, но не более 7ми. Чтобы в следующий раз средство сработало! Часто вижу отзывы, что раньше Биопарокс помагал, а сейчас нет!! Это не от того, что он стал хуже, а от того, что пользоваться нужно строго назначенное количество дней! А не 3 раза!У нас остался спрей, после лечения ребенка, поэтому я однажды, почувствовала боль в горле, решила опробовать эффект на себе. 2-х пшиков мне хватило, чтобы горло болеть перестало.На этом и все, больше я не пшикала средство, так как не было надобности. Средство рекомендую, однозначно!Конечно, это антибиотик, и всякий раз им не стоит лечить простуду, но когда есть шанс серьезно заболеть, с высокой температурой, Биопарокс прийдет Вам на помощь!Нас еще ни разу не подводил, за это прощаю ему безобразный, ядерный вкус. сообщить о нарушении
        "
