"name","review","type"
"
          Лекарственный препарат AstraZeneca Пульмикорт (суспензия для ингаляций дозированная) - отзыв        ","
    
            
                        
      
        
            
              
                        
      
        
            
              
                        
      
        
            
              
                        
      
        
            
        

 Ни когда не хочется, что бы болели дети. Но к сожалению всё не так как хочется. Моему малышу всего пять месяцев и он родился недоношенным. Врачи предупреждали о том, что нужно сберечь малыша от простуд как можно дольше. Но к сожалению не сберегли малыш заболел сначала ОРЗ, которое перешло в обструктивный бронхит.  Не обошлось без применения такого препарата, как Пульмикорт. Хотя он и гормональный нам он очень быстро помог. Естественно в сочетании с антибиотиками. Назначал врач. Мы сделали всего 5 ингаляций и у малыша всё наладилось. Конечно я никому не советую его применять без назначения врача. Так как препарат серьёзный. Но очень благодарна за его существование. Я такого быстрого облегчения не ожидала. Очень удобная упаковка. Специальные дозированные капсулы для ингаляций. Я его использовала в ультразвуковом небулайзере, о нём я уже писала отзыв. Правда цена на этот препарат немалая. Но в аптеках продают столько капсул, сколько попросишь. В упаковке десять штук, нам понадобилось пять. сообщить о нарушении
        ","пульмикорт"
"
          Лекарственный препарат AstraZeneca Пульмикорт (суспензия для ингаляций дозированная) - отзыв        ","Опыт использования:год или более
Стоимость:900 рублей
 Добрый день! У меня болезненный ребенок и я хотела поделиться мнением с мамочками, у которых такая же проблема. Бороться с частым и сильным кашлем нам помог Пульмикорт. Вот так выглядит коробочка:    
      
        
     Эта суспензия для ингаляций применяется при таких болезнях:ЛарингитБронхитБронхоспазмЛожный крупБронхиальная астма.В коробочке лежат 2 запечатанных пакетика с пластиковыми контейнерами:    
      
        
    На фото - детская дозировка 0.25. Для малышей от 6 месяцев и старше используют в сутки 0.25 - 0.5 мл в сутки, для взрослых - 1-2 мл в сутки. Но взрослым нужно покупать дозировку 0.5 на коробке, а у меня детский вариант.Вот так выглядят пластиковые контейнеры с прозрачной суспензией для ингаляций:    
      
        
    Конечно, нельзя делать ингаляции без назначения врача! Но меня хорошо поймут мамы, применяющие это лекарство, эту ""волшебную палочку"", ведь Пульмикорт спасает от госпитализации в больницу, назначения антибиотиков и уколов! За счет ингаляций, лекарство вдыхается и не вредит органам ЖКТ, быстрее действует и ребенок быстрее выздоравливает. Вот за это я и люблю это замечательное лекарство!Вот такой у нас небулайзер, с помощью которого мы дышим Пульмикортом:    
      
        
    Цена коробочки с лекарством около 900 рублей в зависимости от аптеки, но этот препарат стоит своих денег. Он действительно качественный, произведен в Швеции. И можно покупать не всю коробку, а нужное количество доз, что сэкономит деньги.Желаю здоровья Вашим деткам! Надеюсь, что мой отзыв помог)))) сообщить о нарушении
        ","пульмикорт"
"
          Лекарственный препарат AstraZeneca Пульмикорт (суспензия для ингаляций дозированная) - отзыв        ","
    
            
                        
      
        
            
              
                        
      
        
            
              
                        
      
        
            
              
                        
      
        
            
        

 Пульмикорт -гормональный препарат.Наш опыт применения этого препарата дал быстрый результат.Все началось с «лающего» кашля у ребенка с вечера.Ночью ребенок в прямом смысле слова начал задыхаться.На тот момент я не знала что это и как с этим справиться....инстинкт подсказал что надо открыть окно и дать ребенку вдохнуть прохладного воздуха,вызвали скорую сделали укол с препаратом расширяющим бронхи....на следующий день пошли в больницу и врач прописал пульмикорт в дополнение к нему еще были препараты.Заключение педиатра: ларинготрахеит.Ложный круп.В течении 5 дней мы делали ингаляции с пульмикортом. Скажу сразу эффект был виден сразу.Очень хороший препарат особенно незаменим ночью когда ребенок не может вдохнуть воздух,у нас он теперь всегда лежит рядом с кроватью вместе с небулайзером на случай скорой помощи.Но увлекаться конечно им не стоит при любом кашле....Сам препарат нужно разводить с физ раствором с той дозировке которую назначит врач,для каждого случая она своя.Вскрытую небулу долго хранить нельзя,максимум на 2 раза использования.Препарат не из дешевых,но он того стоит. Если лечение назначено не длительное его можно купить в аптеке в фольгированной упаковке по 5 небул, это очень удобно.После проведения ингаляций обязательно прополоскать рот и умыться,вымыть тщательно руки с мылом,маску и контейнер небулайзера. Также можно минут через 15 проингалироваться минер.водой Боржоми.Учитывая то что это гормональный препарат,отменять его нужно правильно уменьшая дозировку.Резко бросать его нельзя. сообщить о нарушении
        ","пульмикорт"
"
          Лекарственный препарат AstraZeneca Пульмикорт (суспензия для ингаляций дозированная) - отзыв        ","Опыт использования:несколько раз
Стоимость:от 985 руб.
 С ""Пульмикортом"", как и большинством лекарственных препаратов нашей раздутой домашней аптечки познакомились благодаря сынишке на момент знакомства возрастом 2-х полных лет.Пульмикорт – гормональный препарат, который помогает надолго забыть о таких заболеваниях, как упорный бронхит с обструктивным компонентом, ларингит, бронхиальная астма и другие болезни верхних дыхательных путей, сопровождающиеся нарушением дыхания.Пульмикорт является синтетическим глюкокортикостероидом, выпускаемым в виде порошка или раствора, предназначенных для проведения ингаляций. Снимает отек бронхов, обладает выраженным противовоспалительным действием, предотвращает бронхоспазм.Лекарственная форма:суспензия для ингаляций дозированнаяСоставВ 1 мл суспензии содержится:Активный ингредиент: будесонид (будесонид микронизированный) 0,25 мг или 0,5 мг.Вспомогательные ингредиенты: натрия хлорид 8,5 мг, натрия цитрат 0,5 мг, эдетат динатрия (натриевая соль этилендиаминтетрауксусной кислоты (двухзамещенная) (динатриевая соль ЭДТА)) 0,1 г, полисорбат 80 0,2 мг, лимонная кислота (безводная) 0,28 мг, вода очищенная до 1 мл.    
      
        
     Лекарственный препарат AstraZeneca Пульмикорт (суспензия для ингаляций дозированная)    
      
        
     Лекарственный препарат AstraZeneca Пульмикорт (суспензия для ингаляций дозированная)Инструкция по применениюПрепарат отпускается как коробками, так и блистерами. Инструкция идет вместе с полной коробкой, состоящей из 4 блистеров по 5 контейнеров каждый. Покупать целую коробку мы не стали, уж больно дорогостоящая это покупка, да и нам на лечения хватило одного не полного блистера, состоящего из 5 контейнеров по 2 мл. дозировкой 0,25 мг/мл каждый.Поэтому, официальной бумажной инструкции на руках не имею. Вот здесь можно посмотреть ее электронную официальную версию.    
      
        
     Лекарственный препарат AstraZeneca Пульмикорт (суспензия для ингаляций дозированная)    
      
        
     Лекарственный препарат AstraZeneca Пульмикорт (суспензия для ингаляций дозированная)Про болезнь..К сожалению, болезни, в лечении которых фигурирует этот серьезный гормональный препарат предполагают госпитализацию и стационарное больничное лечение. Врач же, ставивший нам диагноз и назначивший лечение, является для нас не просто хорошим знакомым, а близким родственником. Поэтому, лично наблюдал сына каждый день. Такой мини стационар на дому)    
      
        
    Небулайзер Omron CompAir NE-C28-RUДело в том, что препарат применяется в виде ингаляций специальным оборудованием под названием компрессорный небулайзер. Не в каждой семье имеется подобный агрегат. Вот и нашей пришлось в срочном порядке обзавестись этой серьезной дорогостоящей техникой. Но выбор есть всегда, можно так сильно не тратиться, а лечь в больничку, где все будет предоставлено государством абсолютно бесплатно, но в невесть каких малокомфортных условиях. Мы решили пойти по первому пути и руководствуясь, что дома и стены лечат, приступили к лечению. А лечить нам с сыном было что.Плохо сбивающаяся холодная лихорадка с температурой под 40 с лающим удушающим кашлем... Точного диагноза не помню... что-то вроде Фарингита, осложненного вирусной инфекцией...Помню, что как никогда было страшно, у меня даже руки холодели от ощущения, что это происходит не с нами. Так сильно мой ребенок болел впервые. И если бы не родственник-врач(((..... Нам была назначена следующая схема лечения:Жаропонижающие препараты при температуре тела свыше 38,4: поочередно свечи и суспензию.Гомеопатические свечи ""Вибуркол""Антибиотик ""Амоксиклав"", порошок для приготовления суспензии 250мг.: 3 раза в день с равными промежутками включая ночные часы. в течении 5-7 дней.Противовирусное средство ""Эргоферон"" : принимать по схеме в инструкции.Витамины ""Пиковит"" сироп: 2 раза в день в течении недели, дозировка согласно инструкции.Капли в нос ""Полидекса"": 3 раза в день в течении 5 дней.Ингаляции с ""Берадуалом"": 10капель лекарства + 1 мл физ.раствора х2 раза в день в течении 3-4 дней.Ингаляции с ""Пульмикортом"": 0,5 -1,00 мл лекарства +1 мл физ. раствора х2 раза в день в течении 3-4 дней.После окончания ингаляций с ""Беродуалом"" и ""Пульмикортом"" еще 2 дня поделать ингаляции с ""Амбробене"" х2 раза в деньТак получилось, что после начала болезни к диагностированию и лечению приступили лишь к вечеру второго дня. А в суете, связанной с покупкой небулайзера и всех необходимых препаратов по списку, к первой ингаляции приступили лишь в 6 вечера второго дня болезни.Сначала была проведена ингаляция с ""Берадуалом"", а спустя два часа уже с ""Пульмикортом"". Вообще, эта парочка чаще всего неразлучно идет рука об руку и тесно взаимосвязана в эффективном снятии острых удушающих приступов лающего кашля.В инструкции к Пульмикорту отмечено, что препарат эффективен в комбинации с другими лекарственными средствами (муколитиками, антигистаминными средствами и стабилизаторами тучных мембран).Суспензию Пульмикорта можно комбинировать с ингаляциями Беродуалом – при этом хорошо купируется одышка.    
      
        
    Раствор для ингаляции Boehringer Ingelheim БеродуалНе смотря на то, что ингаляции лекарствами рекомендовано проводить до 6 вечера, в эту ночь в связи с острой необходимостью последняя ингаляция была сделана лишь в час ночи. Как и сколько раз проводили ингаляции?) 6 вечера ""Беродуал"") 8 вечера ""Пульмикорт"") 10 вечера ""Беродуал"") 24.00-1.00 ""Пульмикорт"") Перерыв на сон.) Утром, как ребенок проснулся ""Беродуал"") Через 3-4 часа ""Пульмикорт"") Через 3-4 часа ""Беродуал"") Перед ночным сном опять таки через 3-4 часа после предыдущей ингаляции ставим ""Пульмикорт"") и так еще два дняЧто касается дозировки ингаляций ""Пульмикортом"", то в последние 1,5 дня ингаляций в связи с улучшением состояния ребенка, ее снизили до 0,5 мл.    
      
        
     Лекарственный препарат AstraZeneca Пульмикорт (суспензия для ингаляций дозированная)Как подготовить препарат для ингаляции?Правила использования Пульмикорта с помощью небулайзера1. Перед применением следует осторожно встряхнуть контейнер легким вращательным движением.2. Держать контейнер прямо вертикально и открыть его, поворачивая и отрывая ""крыло"".3. Аккуратно поместить контейнер открытым концом в небулайзер и медленно выдавить содержимое контейнера.Контейнер, содержащий разовую дозу, маркирован линией. Если контейнер перевернуть, то эта линия будет показывать объем, равный 1 мл.Если необходимо использовать только 1 мл суспензии, содержимое контейнера выдавливают до тех пор, пока поверхность жидкости не достигнет уровня, обозначенного линией.Открытый контейнер хранят в защищенном от света месте. Открытый контейнер должен быть использован в течение 12 ч.Перед тем, как использовать остаток жидкости, содержимое контейнера осторожно встряхивают вращательным движением.Мы делали несколько иначе. Протыкали контейнер иглой от шприца и набирали необходимую дозу. Иглу оставляли прямо воткнутой в контейнер и в таком виде отправляли на не белее, чем 12 часов в холодильник. Набранную шприцом дозу выливали в резервуар в небулайзере, туда же добавляли неизменный 1 мл физ.раствора.Ингаляция таким количеством лекарства длится не более 10 минут. Маленьким детям рекомендуется насадка-маска.    
      
        
     Лекарственный препарат AstraZeneca Пульмикорт (суспензия для ингаляций дозированная)    
      
        
    Небулайзер Omron CompAir NE-C28-RUПро эффективностьНесмотря на такой внушительный перечень лекарств, процесс выздоровления у сынишки проходил в целом туговато. Температура даже с учетом подключенных антибиотиков сбиваться никак не хотела. Общее едва заметное улучшения начало происходить к концу третьего дня лечения или к концу пятого от начала заболевания.Что касается тяжелых удушающих приступов кашля, то ингаляции не могли не повлиять положительно на динамику процесса. Уже после первой же ингаляции Беродуал + Пульмикорт сын задышал более или менее свободно. Ночью за него было уже не так страшно, что задохнется и от сердца немного отлегло.Остаточный редкий кашель лечили еще на протяжении двух недель.Точно такая же болезненная история приключилась с нами ровно через год. Но здесь, мы уже были во всеоружии и знали своего врага в лицо. В тот раз все прошло гораздо быстрее и менее волнительно. В этом году уже традиционно мы тоже болели, но уже без таких серьезных препаратов и справились с болячкой гораздо быстрее.Препарат хороший и не стоит его бояться. Если врач считает, что его применение оправдано, то значит так оно и есть. Будем здоровы! сообщить о нарушении
        ","пульмикорт"
"
          Лекарственный препарат AstraZeneca Пульмикорт (суспензия для ингаляций дозированная) - отзыв        "," Заболели мы опять, сын (2г 8м) принес из садика вирус. Противный вирус. У ребенка температура 38,4, сопли стоят глубоко внутри и не желают вылезать, а самое главное - голос осип, кашель и хрипы при дыхании. Назначил нам врач лечение, но лечение - это дело времени, а когда наступил вечер, то ребенку стало дышать совсем тяжело. Хрипел вовсю, и мне стало страшно.Обратились к другому врачу (благо, у нас 90% друзей - врачи), и он посоветовал на ночь, прямо перед сном, сделать ингаляцию с Пульмикортом. Муж побежал в аптеку, купил. Сделали, уложили спать. Сын дышал не идеально, но уже лучше. А что на утро? На утро 1. хрипы исчезли совсем 2. голос из сиплого и исчезающего стал звонким 3. исчез кашель, почти полностью.Давайте теперь расскажу про препарат. Купили мы его в такой вот пачке, ампулы по 2 мл. В идеале бы надо по 1 мл, тогда как раз была бы одна ампула на одну ингаляцию, а так взяли половину. Она уже готовая, разводить ни с чем не надо, просто заливаешь в небулайзер и дышишь.    
      
        
    Хранить в холодильнике не требуется:    
      
        
    Показания к применению, противопоказания:    
      
        
    Способ применения и дозы:    
      
        
    А вот - самое главное, почему не стоит им увлекаться!    
      
        
    Вот и остальные побочки:    
      
        
    А это - как применять в небулайзере.    
      
        
        
      
        
    Врач нам также написал ""аналог"" Пульмикорту - ингаляции с содой, это очень хорошо размягчает горло, и вполне может избавить малыша от стеноза. На стакан горячей воды брать 2 чайные ложки соды. Важно помнить, что 1. Вода не должна быть слишком горячей, иначе полезность ингаляции сильно уменьшится 2. Ингаляция не должна превышать по времени 3-5 минут.Мы не пробовали, но я это запомнила, и если что - обязательно сделаю.Про Пульмикорт - однозначно рекомендую, но не увлекайтесь! Если помогло с первого раза - ограничьтесь этим первым разом. Разумеется, что если ваш врач настаивает на продолжении лечения, то продолжать нужно! сообщить о нарушении
        ","пульмикорт"
"
          Лекарственный препарат AstraZeneca Пульмикорт (суспензия для ингаляций дозированная) - отзыв        ","Опыт использования:полгода или более
 Всем привет! Вот и пришёл снова к нам сезон простуд, соплей и кашля. В моей аптечке такой арсенал различных средств от кашля, что любой фармацевт позавидует))). Лично я всегда болею без кашля, хоть эта беда обошла меня стороной. Дочь стойко держалась до 2,5 лет. Пока не пошла в садик. И началось...Оказалось, кашель невероятно трудно лечится, ребёнок кашляет неделями! Один раз она кашляла месяц! Мы пили и АЦЦ, и геделикс, и лазолван и ещё сотни наименований. Ребенку ничего не помогало!А в феврале дочь заболела вирусной пневмонией. Кашель был адский, страшный. От вируса дочь принимала Номидес. Отзыв можно увидеть тут:https://irecommend.ru/content/nomides-kak-sredstvo...А от кашля педиатр прописала ингаляции с пульмикортом. Мы купили вот такой ингалятор:    
      
        
        
      
        
    Итак, пульмикорт.Пульмикорт - глюкокортикостероид для местного применения, оказывает противовоспалительное, противоаллергическое и иммунодепрессивное действие. Снижает выраженность симптомов и частоту обострений бронхиальной астмы с меньшей частотой побочных эффектов, чем при использовании системных глюкокортикостероидов. Уменьшает выраженность отека слизистой бронхов, продукцию слизи, образование мокроты и гиперреактивность дыхательных путей. Хорошо переносится при длительном лечении, не обладает минералокортикостероидной активностью.Препарат выпускается в небулах по 0,25 или 0,5 мг/мл. В блистере 5 небул, каждый блистер в индивидуальном пакете, в упаковке 4 пакета.    
      
        
    Нам выписали дозировку 0,25, которую я делила на 2 раза. Ингаляции делали утром и вечером, открытую небулу можно хранить 12 часов.    
      
        
        
      
        
    Где купить: любая аптека Стоимость: 900-1200 руб Способ применения: содержимое половинки небулы вылить в специальный отсек ингалятора, долить 2-4 мл физраствора. Ингаляции проводить через специальную маску. Избегать попадания в глаза. Также рекомендуется после ингаляции прополоскать рот водой. Это нужно, потому что может появиться побочный эффект в виде кандидоза. Наши впечатления: Ребенку однозначно процедура не нравится. Первые два дня плачет горькими слезами, не понимая, зачем вдыхать этот холодный сырой ""дым"". Потом привыкает. Кашель резко уменьшается после первой же ингаляции!!! К третьему дню проходит полностью!  Да, это гормональный препарат с массой побочных эффектов. Да, не следует к нему прибегать при малейшем чихе. Но если кашель превратился в проблему, что лучше: мучить ребёнка месяц сиропами, не спать ночами, или сделать две ингаляции?Он не лечит инфекции! Это очень важно! Мы лечились антибиотиками и противовирусными. Пульмикорт только избавляет от изнуряющего кашля. Он незаменим при приступе ложного крупа. Те мамы, которые с этим сталкивались, меня поймут. Недавно дочь заболела ларингитом и ночью у неё начался приступ сухого кашля, она начала задыхаться. Я за 2 минуты приготовила ингалятор с пульмикортом, и приступ прошёл с первым же вдохом лекарства. сообщить о нарушении
        ","пульмикорт"
"
          Лекарственный препарат AstraZeneca Пульмикорт (суспензия для ингаляций дозированная) - отзыв        "," Мой сын с самого рождения страдает аллергией.Сначала атопический дерматит на фоне смесей,пока нашли подходящую на ребенка без слез нельзя смотреть было.Потом частые бронхиты.И это все последствия одной болезни-астмы.К сожалению нам уже поставили диагноз,потому что пока врачи разобрались что к чему,сделали пробы,мы уже оказались в больнице с обострением.Там терапия была Пульмикотром (вкупе с другими препаратами,конечно,но основной был именно он) Ребенку он очень помог,благодаря ему и вышли мы из этого обострения.Да,препарат тяжеловат для ребенка,побочки меня напугали,но это лучше чем задыхающийся ребенок.Сейчас,когда сын заболевает,я слежу и при явных признаках астмы начинаю лечение пульмикортом.Если бы я не побоялась побочек в первый раз,не попали бы в больницу.Так,что если вам выписал аллерголог,а я настаиваю,что это должен делать только он,советую не шутить с детским здоровьем.А если выписывает педиатр,посетите аллерголога. Немного обновлю.Сейчас сын ходит в сад,там постелили ковер и у нас началась аллергия.Выражается это кашлем с большим количеством мокроты.Я давала отхаркивающие,сын плевался)))но количество мокроты не сокращалось.Пришлось дышать пульмикортом.За 2 дня ситуация с мокротой улучшилась,за 4 практически выздоровел.Опять повторюсь,но если вам выписал аллерголог-дышите. сообщить о нарушении
        ","пульмикорт"
"
          Лекарственный препарат AstraZeneca Пульмикорт (суспензия для ингаляций дозированная) - отзыв        "," Доброго времени суток! Когда нашему сыночку было шесть месяцев, мы столкнулись с очень страшной ситуацией. Ребёнок посреди ночи начал тяжело дышать, со свистом, задыхаясь. Появился грубый лающий кашель. Мы очень испугались. Сделали ингаляции с хлоридом натрия (физраствор), сын уснул. Утром вызвали врача и нам поставили диагноз: острый ларинготрахеит.    
      
        
    Это отек гортани, который может возникнуть на фоне вирусной инфекции. У нас начинается с ОРВИ и всегда переходит с ларинготрахеит.Как я узнала: мальчики в три раза чаще подвержены этому заболеванию, чем девочки. Также склонны к ларинготрахеиту полные дети. А наш сына полненький.Это тяжелое дыхание еще называют стеноз, стридор, ложный круп.Обычно приступы бывают ночью. Необходимо включить в ванной горячую воду и дышать с ребенком паром до приезда скорой. Обязательно нужно вызывать скорую, так как ребенок может просто задохнуться.Врач нам выписали ингаляции с Пульмикортом. Это настоящее спасение. Вещества, содержащиеся в Пульмикорте, снимают отек гортани. Теперь у нас дома всегда есть пульмикорт.Когда сынок заболевает, я каждый раз со страхом жду приступа. Сейчас я уже знаю что это такое и как лечить ребенка.Пульмикорт является гармональным припаратом, но это единственной, что действует при стенозе.Если у Вашего малыша был хоть раз такой приступ, значит он склонен к стенозу и это может повториться.Для ингаляции Пульмикорт необходимо разводить с физраствором. 1:1.При ларинготрахеите нельзя давать ребенку сиропы, травки, брызгать горло спереем. Все это еще больше повлияет на отечность. Запрещены эфирные масла.Эти приступы обычно продолжаются до 5 лет. Потом ребенок просто переростает заболевание, меняется строение гортани.Спасибо за внимание! Здоровья Вашим деткам! сообщить о нарушении
        ","пульмикорт"
"
          Лекарственный препарат AstraZeneca Пульмикорт (суспензия для ингаляций дозированная) - отзыв        ","
    
            
                        
      
        
            
              
                        
      
        
            
        

 Когда у меня был сухой кашель, мне назначили ингаляции с Пульмикортом. Конечно, не сразу, а когда другие средства не помогли. Пульмикорт продается в интересных контейнерах, где лекарство уже разлито по дозам. Я использовала, как велел врач, 5 доз, разбавляла физраствором и дышала 10 минут. Ингаляции нужно делать задолго до сна. Но никакого улучшения я не почувствовала, и кашель оставался сухим.В процессе лечения я брала консультацию у 4-ех врачей, и трое мне сказали, что Пульмикорт нужен, а 4-ый сказал, что не нужен, и он же меня вылечил.Так что не исключаю, что предыдущие три врача лечили меня просто не от того, поэтому и Пульмикорт не помогал. И выходит, я зря пролечилась этим гормональным препаратом. Так что впредь нужно обойти побольше специалистов, сдать необходимые анализы, сделать рентген, и только после решать с врачом, что поможет. сообщить о нарушении
        ","пульмикорт"
"
          Лекарственный препарат AstraZeneca Пульмикорт (суспензия для ингаляций дозированная) - отзыв        ","  В 1.5 года у моей дочки случился первый астматический приступ. Скорая, больница, уверения врачей, что это лишь сильный бронхит, покупка комрессорного ингалятора OMRON, на котор. мы делаем ингаляции в том числе и Пульмикортом. Но сначала приступы снимались более легкими препаратами и возникали исключительно при ОРВИ.Я поняла, что это астма очень скоро, хотя у меня нет мед. образования, но  у меня самой бронхит был множество раз, тут ничего общего. Я стала искать врача, котор. поставит правильный диагноз, от этого зависила жизнь ребенка. Дело в том, что в наших поликлиниках не хотят лишний раз ставить диагноз бр. астма, ведь пойдут льготы, для больного, а  по льготным лекарствам участковому врачу посиоянно отчитывайся, да заполняй кропотливо рецепты...а у него очередь за стенкой огромная...Легче сказать, что это ОРВИ, идите домой, а если что - ""скорую"" вызывайте. В сад ребенок так и не пошел, я боялась, что в будущем дочь не сможет ходить в школу как все, приступ мог возникнуть в любую минуту, я жила в постоянном страхе. Если бы вы видели, ребенка во время приступа, лицо полно страха, каждый вдох дается с трудом!Скоро я знала в лицо почти всех врачей детской ""скорой"" нашего района. Один из них нам первый раз сделал ингаляцию с Пульмикортом и порекомендовал этот препарат, для купирования приступов. Он отлично помогал, но я понимала, надо искать причину болезни, птому, что Пульмикорт - это гормональный препарат и принимать его пожизненно не лучшая перспектива((! Потом приступы стали идти уже не только на ОРВИ, но и от употребления некоторых продуктов.  Ребенок сидел на жесточайшей диете. А потом вообще долго боялся попробовать новый продукт. Тогда мы наблюдались в Институте Аллергологии и Иммунологии (г. Москва), платно. Сменили несколько врачей( некоторые просто разводили руками, когда я спрашивала от чего всё это происходит), прежде, чем пришли к тому, который посоветовал сдать анализы на внутриклеточные инфекции. Сказала, что надо исключить сначала их. Буквально на первом приеме! Анализ выявил Chlamidia pneumoniae. Но мы в очередной раз попали в больницу не успев доехать до аллерголога. Нас положили с астматич. приступом,  пожалуй  ужаснейшим из всех (выходили из него 3 дня!), а лечащий врач посмотрев анализы на инфекцию, сказал, что это всё лечится Сумамедом, мол пропьете сейчас у нас и выйдети здоровыми. Мы дураки поверили. Ничего не изменилось, по-прежниму приступы, а значит ингаляции Беродуал 10кап +  2 мл Пульмикорта/2мл физ. раствора. Таким оставалось наше спасение. Когда мы вновь дошли до врача, она наконец прописала нам спец.антибиотик+ препарат, котор. без него бы не действовал. Наконец мы победили инфекцию. Новый анализ показал, что ее нет. Сразу прекратились приступы. Наконец дочь стала переносить ОРВИ, как все детки, просто сопельки и красное горло. Но аллергия пищивая, особенно на всё молочное осталась, продолжались приступы, но Пульмикорт уже, слава Богу стал не нужен. Когда я спросила, как же на побороть и пищевую аллергию, врач сказала, что только перерости. Мы стали ждать...но тут у ребенка начался поллиноз, снава больница, приступ. Но врач сказала, что пора нам отходить от больниц.  Надо заниматься профилактикой. Мы стали перед сезоном аллергии делать прививки от поллиноза, а если весной всё же бывали трудные деньки(распускалась береза, дуб), Пульмикорт нас снова спасал.Я отдала дочь перед школой на оздоровительную гимнастику к очень хорошему преподавателю http://irecommend.ru/content/bolshoi-vybor-kruzhkov-dlya-detei-yuao-v-moskve-est-besplatnye - это мой отзыв, об этом ДЮЦ, куда ходила на занятия моя дочь. Там нам помогли подготовиться к весне еще лучше, ребенок правильно научился сморкаться,  дышать, закаливаться и вообще следить за своим здоровьем). А за 2 мес. до школы прошла аллергия на молоко.Я была так счастлива, когда моя дочь пошла в 1 класс, как все детки. Никто бы и не подумал, что у нее в карте стоит диагноз бронхиальная астма. сообщить о нарушении
        ","пульмикорт"
